Smiles
CC1=C(C=CC=C1C2=CC=CC=C2)COC3=C(C=C(C(OCC4=CC(C#N)=CC=C4)=C3)CN[C@H](C(O)=O)C(O)C)[N+]([O-])=O
O=C(C1=C(C)C=C(NC2=NC=NC(N)=C2)C(N13)=O)NC43CCCCC4
NC1=NC(C2=CC=C(C)O2)=C(N=NN3CC4=NC(CO[C@@H]5COCC5)=CC=C4)C3=N1
O=S(C1=CC=C(C(C)(C)C)C=C1)(NC2=CC=C(Cl)C=C2C(C3=CC=[N+]([O-])C=C3)=O)=O
NC1=NC(N(CCC2=CC=CC=C2)N=C3)=C3C4=NC(C5=CC=CO5)=NN14
O=C(NC1=CC=C(Cl)C(S(=O)(N2CCNCC2)=O)=C1O)NC3=CC=CC(F)=C3Cl.OS(=O)(C4=CC=C(C)C=C4)=O
O=C1C2=C(NCCCCCCNC(/C=C/C(NC3=CC=C(C=C3)NC(C4=CC=C([N+]([O-])=O)O4)=O)=O)=O)C=CC=C2C(N1C5C(N(C(CC5)=O)C)=O)=O
O=C(C1=CC=C([N+]([O-])=O)O1)NC2=CC=C(I)C=C2
O=C(C(C=C1O)=CC2=CC(OC)=C(O)C(O)=C2C1=O)OCCCCCC
O=C([C@]([C@@]1([H])C[C@@]2([H])[C@@](CCC3=CC4=O)([H])[C@@](F)([C@]3(C=C4)C)[C@@H](O)C5)(OC(C)(C)O1)[C@]25C)COC(CC(C)(C)C)=O
O=C(OC)NC1=NC2=CC=C(SCCC)C=C2N1
O=C(C(C1=CN(C)C2=C1C=CC=C2)=C3C4=CN(C)C5=C4C=CC([N+]([O-])=O)=C5)NC3=O
C[C@@H](OCC1)CN1C2=NC(NC(C3=C(C=C(C=C3)NS(CCO)(=O)=O)N4CCC5(CC4)CC5)=O)=CC=C2
O=C(C1C(C)(C)C1(C)C)O[C@]2([C@@]3([C@@]([C@@]4([H])[C@@](F)([C@@]5(C([C@@H](F)C4)=CC(C=C5)=O)C)[C@@H](O)C3)([H])C[C@H]2C)C)C(OCC#N)=O
O=C(N(CC)CC)/C(C#N)=C/C1=CC([N+]([O-])=O)=C(O)C(O)=C1
CC1=C(C=CC=C1C2=CC=CC=C2)COC3=CC=C(C=C3Br)CN4CCCCC4C(O)=O
O=C(C1=CC=C(C(F)(F)F)NC1=O)NC2=CC=CC(C3=NNN=N3)=C2
N#CC1=CC(C2=CC(NC3=CC=C(N4CCOCC4)C(OC)=C3)=NC=C2)=C(OC)C=C1
BrC1=CC(C(NC2=CC=C(C(O)=O)C=C2)=O)=CC(C(C3=CC=C(C)C=C3)=O)=C1OCC
CC(C)(NCC1=CC(Cl)=C(OCC2=C(C)C(C3=CC=CC=C3)=CC=C2)C=C1OCC4=CC=CC(C#N)=C4)C(O)=O
CC(C)(C)S(C1=C(OCCO)C=C(N=CN=C2NC3=CC(N=CS4)=C4C=C3)C2=C1)(=O)=O
C[C@@H]([C@@]([C@@]12[C@](/C=C/C[C@H](C)CCCC(/C=C/C(O1)=O)=O)([H])[C@@H]3O)([H])[C@@H](NC2=O)CC4=CC=CC=C4)C3=C
O=C(N1C(C(CC)=C(C)C1)=O)NCCC2=CC=C(S(=O)(NC(N[C@H]3CC[C@H](C)CC3)=O)=O)C=C2
ClC1=CC(Cl)=CC(N(C(N(C)[C@]23[C@H](C4=CC=C(C#N)C=C4)CN(C5=NC=C(C(O)=O)C=C5)C3)=O)C2=O)=C1
FC(F)(F)OC1=CC=C(N2C(C)=C(C#CC3=CC(Cl)=NC=C3)N=C2C)C=C1
CN(CC[C@@H](NC1=CC=C(C=C1[N+]([O-])=O)S(NC(C2=CC=C(C=C2)N3CCN(CC3)CC4=CC=CC=C4C5=CC=C(C=C5)Cl)=O)(=O)=O)CSC6=CC=CC=C6)C
NC1=C2C(N(C(C)(C)C)N=C2CC3=CC=CC(C)=C3)=NC=N1
C1(NCCC2=CNC3=C2C=CC=C3)=CC=C(C=C1)NC4=CC=NC=C4
CC1=CC(C2=[N]3C=CC(C4=NC(C=CC=C5)=C5O4)=C2)=[N]([Ir]67([N]8=CC=CC=C8C9=C7C=CC=C9)3[N]%10=CC=CC=C%10C%11=C6C=CC=C%11)C=C1.[Cl-]
