Smiles,Catalog ID,Plate_ID,Well
CC=1C=NC(=CC1C)C(=O)N2CCC(CC2)C3=NC=C4CCCCN34,Z2959182445,1953578-Y10-02,G16
CC=1N=C2C=C(F)C=CC2=CC1C(=O)NC=3C=CC(CNC(=O)N)=CC3,Z899583746,1953578-Y10-02,H16
COC1CN(C1)S(=O)(=O)N2CCCC2C=3C=C(F)C=CC3F,Z3622050293,1953578-Y10-02,I16
CC1=NN=C(NC(=O)N2CCC(CCC=3C=CC(F)=CC3F)CC2)S1,Z2494466992,1953578-Y10-02,J16
CC=1C=CC(NC(=O)C2=NN=C(CN3CCC(C3)N4CCCC4)S2)=CC1,Z1628994438,1953578-Y10-02,K16
COC=1C=CC=C(CC(=O)NC=2C=CC(OC)=NC2C)N1,Z1739035471,1953578-Y10-02,L16
CN1C=C(Cl)C(=N1)C(=O)NC=2N=C(N=C3SC=CC23)C=4C=CC=CN4,Z4970360865,1953578-Y10-02,M16
O=C(NC=1C=CC(=NN1)C2CC2)N3CCN(CC3)C=4N=CC=CC4C#N,Z1479054400,1953578-Y10-02,N16
CCOC=1C=CC(NC(=O)C=2C=CN=C(OC=3C=CC(F)=CC3F)C2)=CC1CO,Z1927455140,1953578-Y10-02,O16
CC1(CC1)C=2C=CC=CC2C(=O)N3CCOC4(CCS(=O)(=O)C4)C3,Z2960583368,1953578-Y10-02,P16
CSC=1C=NC=C(N1)C(=O)NC2CCCC3=C2C=NN3CC=4C=CC=CC4,Z6309534660,1953578-Y10-02,A17
OCC1(CC2(CNC3CCCC=4N=C(SC34)C=5C=CC=CC5F)C1)CO2,Z2995426005,1953578-Y10-02,B17
C1OC=2C=CC(=CC2O1)C=3NN=CC3C4=NC(=NO4)C=5C=CSC5,Z1823942693,1953578-Y10-02,C17
OC=1C=CC=2CCN(CC(=O)NC(C3=NC=CS3)C=4C=CC=CC4)CCC2C1,Z1155856550,1953578-Y10-02,D17
C[C@@H](C=1C=CC(F)=CC1C)N2C=C(N=N2)C3COCCN3,Z2982761949,1953578-Y10-02,E17
OC(=O)C1N(CCC=2C=CC=CC12)C(=O)CN3C=CC(=N3)C(F)(F)F,Z852307860,1953578-Y10-02,F17
CN(C)C(=O)C=1C=CC(NC(=O)C=2C=NN3C=CC=CC23)=CC1Cl,Z1172833955,1953578-Y10-02,G17
CC(=O)N1CCN(CC1)C=2C=CC=C(NC(=O)C=3C=C(F)C=CC3O)C2,Z1767902274,1953578-Y10-02,H17
CC=1C=NN(C)C1S(=O)(=O)NC(=O)C2CCCC=CCC2,Z3357267511,1953578-Y10-02,I17
CNC(=O)CN1C=CC=2C=CC(NC(=O)C3(CCCC3)C=4C=C(F)C=C(F)C4)=CC12,Z4954138964,1953578-Y10-02,J17
FC=1C=CC(CNC2(CC2)C=3N=CC=C(N3)C(F)(F)F)=CC1,Z3642675103,1953578-Y10-02,K17
"CO[C@@H]1CN(C[C@H]1O)S(=O)(=O)C=2C=CC=3NC(=O)NC3C2 |&1:2,6,r|",Z2279301299,1953578-Y10-02,L17
O=C(CC1OCCC=2C=CC=CC12)N3CCNC(=O)C3C=4C=CC=CC4,Z1210118293,1953578-Y10-02,M17
OC=1C=CC=2CCN(CCC2C1)C3=NC=CN4N=C(C=C34)C(F)(F)F,Z2969080113,1953578-Y10-02,N17
COC=1C=CC(=CC1)C(NC(=O)CNC(C)C=2C=C(F)C=CC2N3C=CC=N3)C4CC4,Z1589753234,1953578-Y10-02,O17
CC(SC1=NC(CC(=O)NC2=NNC=3CCCNC23)=CS1)C(=O)N,Z4917865050,1953578-Y10-02,P17
"CNC(=O)C[C@@H]1CN(C[C@H]1O)C(=O)NCC=2C=C(C=CC2OC)C3CC3 |&1:5,9,r|",Z3687010101,1953578-Y10-02,A18
"CN1N=C2CCCC2=C1C(=O)N[C@@H]3CC=4C=CC=CC4[C@H]3O |&1:12,20,r|",Z2966500425,1953578-Y10-02,B18
CC(C)NS(=O)(=O)CC=1C=CC(CNC(=O)NC2=NN(C=C2C)C=3C=CC(Cl)=CC3)=CC1,Z4898006161,1953578-Y10-02,C18
CC1=NOC(=N1)C2CCN(CC2)C(=O)CCN3NC(=O)C=4C=CC=CC4C3=O,Z730735914,1953578-Y10-02,D18
O=C(NC=1NN=NC1C(=O)N2CCCC2)N3CCCC3C4=NC=5C=CC=CC5N4,Z4966514472,1953578-Y10-02,E18
CC1=NC2=NC(N)=NN2C(C)=C1CC(=O)NC3C(O)CC=4C=CC=CC34,Z1333274618,1953578-Y10-02,F18
NC(=O)C=1C=CC=CC1SCCCN2C(=O)NC=3C=CC=CC23,Z1167100351,1953578-Y10-02,G18
COC(=O)C=1C=C(C)C=2N(CCCC2C1)C(=O)C3=CC(OC)=NO3,Z2900815315,1953578-Y10-02,H18
CC1N(CCN2C=CC=C12)C(=O)CN3N=NC=4C=CC=CC34,Z333048848,1953578-Y10-02,I18
CC1=NC(C)=C(O1)C(=O)NC2=C(OC=3C=CC=CC23)C(=O)N4CCOCC4,Z1269563256,1953578-Y10-02,J18
CN(CCN1CCCC1=O)S(=O)(=O)C=2C=CC=C3N(C)N=NC23,Z3008547120,1953578-Y10-02,K18
O=C(NC1CCN(C1)C=2C=CC=CC2)C=3C=NN(CC=4C=CC=CC4)C3,Z1144303460,1953578-Y10-02,L18
O=C(N1CCCC2(CCOCC2)C1)C=3C=CC(CC=4C=CC=CC4)=CN3,Z3324607184,1953578-Y10-02,M18
CCOC=1C=CC=CC1C(=O)NC2CCN(CC2)C=3C=C(C)N=C(C)N3,Z1344769756,1953578-Y10-02,N18
C[C@@H](NC(=O)C=1C=C(C=CC1N(C)CC=C)S(=O)(=O)N)C(=O)O,Z6298855115,1953578-Y10-02,O18
O=C(NC=1C=CN=CC1)C2=CN=NN2CC=3C=CC=CC3,Z2064081729,1953578-Y10-02,P18
OC(=O)C=1C=CC(CNC(=O)C=2C=NN3C=CC=CC23)=CC1,Z1443594427,1953578-Y10-02,A19
CC1(C)OC=2C=C(C=CC2NC1=O)C=3C=CC=4COCCC4C3,Z2687621764,1953578-Y10-02,B19
FC=1C=CC(=CC1)N2N=C(N=C2C3CCCOC3)C4CC4,Z4873984697,1953578-Y10-02,C19
OCCC1(CNC2CCCC=3C=CC(O)=CC23)CCOC1,Z1979732546,1953578-Y10-02,D19
CC(C)N(C(=O)C=1C=C(CN(C)C)ON1)C=2C=NC=3C=CC=CC3C2,Z2998407686,1953578-Y10-02,E19
FC(F)(F)C1=CNC(=O)C(=C1)C(=O)N2CCC(CC2)OCC3CC3,Z2800412870,1953578-Y10-02,F19
CC(NCC(C)(O)C=1C=CC=CC1)C=2C=CC=C(C2)N3C=CN=C3,Z1817403645,1953578-Y10-02,G19
COC1(C)CCCN(CC1)C(=O)NCC=2C=C(Cl)C=C3CCOC32,Z1950471127,1953578-Y10-02,H19
CC(C1CC=2C=CC=CC2O1)N(C)C(=O)NC=3C=CN=CC3,Z1465101727,1953578-Y10-02,I19
CC1=NN(C)C(N2CCOCC2)=C1CNC3CCOC43CCCCC4,Z2993409739,1953578-Y10-02,J19
ClC=1C=CC=2CC(C(=O)NC=3C=NC=4CCNCC4C3)C2C1,Z2825686846,1953578-Y10-02,K19
"CN1C=NC=C1[C@@H]2C[C@H]2C(=O)NC3=CNC=4C=CC=CC34 |&1:6,8,r|",Z2964450490,1953578-Y10-02,L19
CC=1C=C(C)N(N1)C=2C=CC(=NC2)C=3N=C(C4CCCCCC4)N(CCF)N3,Z4873985519,1953578-Y10-02,M19
CC(CNC(=O)C=1C=2CCC(=CC3=CC=CS3)C2N=C4C=CC=CC14)C5=NN=CN5C,Z1972767623,1953578-Y10-02,N19
CC=1C=CC=C(C1)N2N=C(CC=3C=CC=CC3)N=C2[C@H]4C[C@@H](O)C4,Z4873984772,1953578-Y10-02,O19
"O[C@@H]1C[C@@H]2[C@H]1CCN2C(=O)C=3N=CN4C3COC=5C=CC=CC54 |&1:1,3,4,r|",Z4477279625,1953578-Y10-02,P19
COCCNC(=O)CN(C)C(=O)C=1C=CC=CC1OC=2C=CC=CC2C(C)C,Z1654850405,1953578-Y10-02,A20
CN1CCCC1C2CCCN2C(=O)CNC(=O)C=3C=CC=C(F)C3,Z1139459536,1953578-Y10-02,B20
NS(=O)(=O)C=1C=CC=2CCN(C(=O)CCN3C(=O)NC(=O)C=4C=CC=CC34)C2C1,Z1229846989,1953578-Y10-02,C20
CN1CCN(CC1)C(=O)CC2CCN(CC2)C(=O)C=3C=CC(F)=C(Cl)C3,Z1447786110,1953578-Y10-02,D20
COC(=O)C=1C=CC(=CC1)C2=NOC(=N2)C3=NN(C(=O)CC3)C=4C=C(C)C=CC4C,Z1170239671,1953578-Y10-02,E20
CCC=1C=CC(=CC1C(=O)NCC2C3CC=4C=CC=CC4C23)S(=O)(=O)C,Z1529449175,1953578-Y10-02,F20
ClC=1C=CC(=CC1)C2=NN(C(C2)C3=CC=CO3)C(=O)CN4C5CCC4CC5,Z245304444,1953578-Y10-02,G20
CC=1SC(=O)N(CC(=O)N(C2CCCC2)C=3C=CC=CN3)C1C,Z1458822796,1953578-Y10-02,H20
O=C1NCC=2C=C(NS(=O)(=O)C=3C=CC=C4C=CC=CC34)C=CC12,Z4971742143,1953578-Y10-02,I20
COC=1C=CC(=CC1)C=2C=C(SC2C)C(=O)N3CCOC(C3)C(=O)O,Z1455210733,1953578-Y10-02,J20
CC=1NC(=NC1C(=O)OCC(=O)NC=2C=CC=CC2C(=O)NC=3C=CC=CC3)C=4C=CC=CC4,Z1116927294,1953578-Y10-02,K20
CC(OC=1C=CC(=CC1)C(C)(C)C)C(=O)N[C@H]2C[C@H](C2)C(=O)O,Z2352639530,1953578-Y10-02,L20
CC=1C=CC(NS(=O)(=O)CCNC(=O)NC=2C=CN(N2)C=3N=CC=CN3)=CC1F,Z5219836909,1953578-Y10-02,M20
CC1=NC(CNC(=O)NC2CCCCC=3C=C(Br)C=CC23)=NO1,Z2601256667,1953578-Y10-02,N20
COC(OC)C=1C=CC(=CN1)C=2C=CC(=CC2)C3OCCO3,Z5189153157,1953578-Y10-02,O20
COC(=O)CC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=3NC(=O)N(C)CC3C2,Z1730013095,1953578-Y10-02,P20
CP(=O)(C)C1CCN(CC1)C=2N=CC(=CC2S(=O)(=O)N3CCCC3C4CC4)C(F)(F)F,Z5069787900,1953578-Y10-02,A21
CN1C(=NC=2C=C(C=CC12)S(=O)(=O)N)C3=CC=NN3C(F)(F)F,Z4946618505,1953578-Y10-02,B21
CCN(C1CCCCC1)S(=O)(=O)C2=C(C=NN2C)C3OCCO3,Z2905106152,1953578-Y10-02,C21
CC(C)N1C=C(CC2NC(=O)N(CCCC=3C(C)=NNC3C)C2=O)N=N1,Z4946680079,1953578-Y10-02,D21
COCCN1C=C(C(=O)NC=2C=CC(=NC2)N3CCN(C)CC3)C=4C=CC=CC14,Z819353396,1953578-Y10-02,E21
CC[C@H](N(C)C)C(=O)NCC=1C=CC(=CC1)C2=CN=CO2,Z2910949352,1953578-Y10-02,F21
CC1=NC(C)=C(CN2CCCCC2CN3CCCC3=O)N1,Z2946925662,1953578-Y10-02,G21
CN1C=CN=C1C=2C=CC=C(NC(=O)C3=CC=4C=CC=CC4C(=O)N3)C2,Z1083599838,1953578-Y10-02,H21
OC(=O)CCCN1CCCN(CC1)C(=O)C=2C=CC(F)=CC2,Z1218131431,1953578-Y10-02,I21
COC=1C=CC=2C3OCCN(C3CCC2C1)C(=O)C4=CC=CN4C5CC5,Z4473241884,1953578-Y10-02,J21
CC(O)C(C)(CNC(=O)C1CCCN1C)CC=2C=CC=CC2,Z1843028270,1953578-Y10-02,K21
NC(=O)CN1CCN(CC1)C(=O)C(OC=2C=CC(Br)=CC2)C=3C=CC=CC3,Z1128498048,1953578-Y10-02,L21
CC(C)C=1C(C)=NC=2C=CC=CC2C1NC(=O)CCC3CCOCC3,Z1848304111,1953578-Y10-02,M21
NC1=NN=C(N1)C2CCN(CC2)C(=O)COC=3C=CC(Cl)=CC3Cl,Z2233383908,1953578-Y10-02,N21
CC=1N=C(CN2CCN(CC2)C(C3CC3)C(=O)O)OC1C,Z2795228225,1953578-Y10-02,O21
CC1(C)CCC(CCNC(=O)C2=CC=C3C=CC=NN23)OC1,Z2964023619,1953578-Y10-02,P21
ClC=1C=C(C=2N=CC=CC2C1)S(=O)(=O)NC(=O)CC3CC=CC3,Z4000746384,1953578-Y10-02,A22
CC=1NN=C(C(=O)N2CCC(CO)(C2)C=3C=CC=CC3)C1C,Z2207443142,1953578-Y10-02,B22
CSCCC(CO)NC(=O)C=1C=CC=2CCCC(=O)NC2C1,Z4021676969,1953578-Y10-02,C22
O=C(CCC1=NC(=NO1)C2=CC=CO2)N3CCOC(C3)C4=CC=CS4,Z1422206561,1953578-Y10-02,D22
CCN1C=NN=C1COC(=O)C=2C=NN(C2C)C=3C=CC(=CC3)C(F)(F)F,Z3568484419,1953578-Y10-02,E22
CCCC(=O)N1CCCC1C(=O)N2CCCN(CC2)C3=NC=CS3,Z853631888,1953578-Y10-02,F22
"FC(F)(F)SC=1C=CC=C(C1)C(=O)N2CC[C@@H]3NCC(=O)N[C@@H]3C2 |&1:16,22,r|",Z3140071604,1953578-Y10-02,G22
OC=1C=CC(=CN1)C(=O)NC2CCN(CC3=COC(=N3)C=4C=CC=CC4)CC2,Z1001591618,1953578-Y10-02,H22
CC(NC(=O)[C@H]1CCCN1C(=O)C)C2CCN(C2)C(=O)C=3SN=C4C=CC=CC34,Z4960075381,1953578-Y10-02,I22
CC(=O)NCCNC(=O)CCC(=O)N1CCCCC1C=2C=CC(F)=CC2F,Z1464738788,1953578-Y10-02,J22
FC=1C=CC=CC1CN2C=C(Br)C(NC(=O)CC3(CCCO3)C=4C=CC=CC4)=N2,Z6386511665,1953578-Y10-02,K22
NS(=O)(=O)N1CCC(CC1)C(=O)NCC=2C=CC(=C(F)C2)N3C=CN=C3,Z918175284,1953578-Y10-02,L22
CC1CCN(C(=O)CC2=C(C)NC3=CC=NN3C2=O)C=4C(O)=CC=CC14,Z1704441996,1953578-Y10-02,M22
COC=1C=CC=C(OC)C1CC(=O)NC=2C=CC(=CC2)C=3N=CN(C)N3,Z1659942757,1953578-Y10-02,N22
CC(=O)NC1CCN(C1)S(=O)(=O)C2CC2C=3C=CC=CC3,Z4497177001,1953578-Y10-02,O22
CC=1C=C(C=CC1N2C=NN=N2)C3=NC(=NO3)C4(CCC4)C=5C=CN=CC5,Z2505229212,1953578-Y10-02,P22
CCN1C=CC(CC(=O)NC2(CCOC(C)(C)C2)C(=O)OC)=N1,Z3093793355,1953578-Y10-04,A01
CC=1C=CC(OCC(=O)N2CCN(CC2)C(=O)C3=COC=4COCC34)=CC1,Z3080289702,1953578-Y10-04,B01
O[C@H]1CNC(=O)N(CC2=NC=3CCC(CC3S2)C=4C=CC=CC4)C1=O,Z3210976367,1953578-Y10-04,C01
C1CN(CC2(C1)OC=3C=CC=CC3C=C2)C=4C=CC=5N=CC=NC5N4,Z2976508610,1953578-Y10-04,D01
FC(F)(F)C1(CCC2(CC1)NC(=O)C3CCCS(=O)(=O)C3)CC2,Z2481349951,1953578-Y10-04,E01
CCN1N=NC=2C(=NC=NC12)N3CCN(CC(O)C4CC4)CC3,Z2969691898,1953578-Y10-04,F01
O=C(N1CCC=2N=CNC(=O)C2C1)C3(CC=4C=CC=CC4)CCC=5C=CC=CC53,Z3049835284,1953578-Y10-04,G01
COC1=CC(=O)NC=C1C(=O)N2CCC(=CC2)C3=CC=NN3C,Z2959677660,1953578-Y10-04,H01
CC(=O)NC1(CCCCC1)C2=NOC(=N2)C3(CCSCC3)C#N,Z2992231396,1953578-Y10-04,I01
COCC1(CCOCC1)C(=O)NC=2C=CC=C3NN=NC23,Z2909800772,1953578-Y10-04,J01
CN(CC1=CN=C2C=CC=CN12)C(=O)C3=CC=4COC=5C=CC=CC5C4S3,Z8434941565,1953578-Y10-04,K01
CCN1C(CC=2C=CC=NC2)=NN=C1N3CCC(C)(COC)CC3,Z3027219318,1953578-Y10-04,L01
CC(C)[C@H](NC(=O)C=1C=NC=2NCC(=O)NC2C1)C(=O)OCC3CC3,Z7600811974,1953578-Y10-04,M01
NC(=O)CN1CCCC(C1)NC(=O)C=2C=C(ON2)C=3C=CC(F)=CC3,Z1426751745,1953578-Y10-04,N01
O=C(NCC1CCCC1N2CCCS2(=O)=O)C3CCCN3C4CC4,Z3209586763,1953578-Y10-04,O01
COC(C)C1=NOC(CN2CCC(COC=3C=CC=CC3)CC2)=N1,Z1327387840,1953578-Y10-04,P01
CC1(C)CN(CC=2C=CC=C(F)C21)C=3N=CN=C4NCCOC34,Z8414830202,1953578-Y10-04,A02
ClC=1C=CC=CC1N2CCCC(NC(=O)NC3COC3)C2=O,Z3500621887,1953578-Y10-04,B02
CCOC1CC(N(C)CC(=O)NC2=NC=CS2)C31CCCCC3,Z1263184985,1953578-Y10-04,C02
O=C(CC=1C=CC=CC1)N2CCCC2C(=O)NCC(=O)N3CCCCC3,Z829022298,1953578-Y10-04,D02
COC=1C=CC(=C(C)C1)S(=O)(=O)NC=2N=CN(N2)C=3C=CC(C#N)=CC3,Z1483239922,1953578-Y10-04,E02
CC=1C=CC(=CN1)C2CCN(CC(=O)NC=3C=CC=C(F)C3)CC2,Z1646706305,1953578-Y10-04,F02
O=C1C=NC(=CN1)C2=NC=3SC=C(C=4C=CC=CC4)C3C(=O)N2,Z4662209517,1953578-Y10-04,G02
"CC(C)(CNC(=O)N[C@@H]1C[C@H]1C2=CC=CO2)C3CCOCC3 |&1:8,10,r|",Z2974544379,1953578-Y10-04,H02
COC=1C=C(Cl)C(Cl)=CC1C(=O)N2CCC(CC2)C(C)CO,Z2484950291,1953578-Y10-04,I02
CCC(CC1CCCC1)C2=NC(=NO2)C=3C=CN=CC3OC,Z2370205543,1953578-Y10-04,J02
CN(C)C(=O)C=1C=CC(NC(=O)C2=CC(Cl)=CN2C)=CC1,Z169525306,1953578-Y10-04,K02
CN1N=CC=C1C=2C=CC(NCC=3C=CC(=CC3)C4CC4)=NN2,Z2351684664,1953578-Y10-04,L02
NC(=O)NC(CO)C(=O)N1CCC(CC1)C=2C=CC=C(F)C2,Z3052017204,1953578-Y10-04,M02
CC(C)C(NC(=O)CN1CC(O)CC1CO)C=2C=CC=3OCCOC3C2,Z1723611845,1953578-Y10-04,N02
CCOC(=O)CC1N(CCNC1=O)C(=O)C2=CC=C(O2)C(C)C,Z5812104453,1953578-Y10-04,O02
CC=1C=CC=C(C)C1OCC(=O)N[C@H](CC2=CNC=N2)C(=O)O,Z1723917528,1953578-Y10-04,P02
COC=1C=C(C=C2C=CC=CC12)C(C)NC(=O)N3CCOC[C@H]3C,Z2979803334,1953578-Y10-04,A03
CC(C)CCN1C=CC(NC(=O)NCC2CCC3(CCCC3)O2)=N1,Z2494704478,1953578-Y10-04,B03
CC1CC(CC2=NC(=NO2)C=3C=CC(=O)N(C)C3)CC(C)(C)C1,Z1891158412,1953578-Y10-04,C03
CC1=NN=NN1C=2C=CC=C(NC(=O)C=3C=CC(=NC3)N4C=NC=5C=CC=CC45)C2,Z1565659652,1953578-Y10-04,D03
FC(F)(F)C1(N=N1)C2CCCN2C(=O)C=3C=CC(=CC3)C=4C=CC=CC4,Z4912156923,1953578-Y10-04,E03
O=C(CN1C(=O)NC=2C=CC=CC2C1=O)N3CCC(C3)N4CCCC4,Z1050862580,1953578-Y10-04,F03
OC=1C=CC=C2CCC(C(=O)NCC=3N=CC(Br)=CN3)C21,Z2965428915,1953578-Y10-04,G03
CCN1N=C2CCN(CC(=O)NC=3C=C(Cl)C=CC3OC)CC2=CC1=O,Z1272703445,1953578-Y10-04,H03
CC1=CC(NS(=O)(=O)C=2C=NN(C)C2C)=NN1C3CCCCC3,Z2204963079,1953578-Y10-04,I03
CC=1ON=C(N)C1S(=O)(=O)N2CC(C=3C=CC=CC3)C4(CCC4)C2,Z2359113052,1953578-Y10-04,J03
OC(=O)CC=1C=CC(CCNS(=O)(=O)C=2C=CC(Cl)=CC2)=CC1,Z1738593072,1953578-Y10-04,K03
CCC=1C=C(N=CN1)N2CCC(CC2)NC=3N=CC=CC3C#N,Z1333190930,1953578-Y10-04,L03
O=C(N1CCOC(CC1)C=2C=CC=CC2)C=3N=NC=4C=CC=CC4N3,Z3092527167,1953578-Y10-04,M03
N#CC1(CCCN2CCN(CC2)C=3C=CN=C4C=CC=CC34)CCOCC1,Z2312561685,1953578-Y10-04,N03
CCC1N(CCNC1=O)C=2C=NC=3C=C(Cl)C(Cl)=CC3N2,Z1642867922,1953578-Y10-04,O03
COC=1C=CC(=CC1OC)C2CCCN2CCC(=O)NC=3C=CC(=CC3)C(=O)N,Z1207985137,1953578-Y10-04,P03
COC(=O)C1=C(C(C)=NN1C)S(=O)(=O)N[C@H]2C[C@@H](C2)C=3C=CC(Cl)=CC3,Z4457272790,1953578-Y10-04,A04
CC(C)(CC(=O)OCC1=NC=2C=CC=CC2S(=O)(=O)N1)CC=3C=CC(Cl)=CC3,Z1778911020,1953578-Y10-04,B04
FC(F)(F)CN1C=NC(NS(=O)(=O)C=2C=CC=C3CCOC32)=N1,Z2371661072,1953578-Y10-04,C04
OCC=1C=CC(=NC1)C(=O)N2CCC(CC2)OC=3C=CC(Cl)=CC3,Z3610793501,1953578-Y10-04,D04
FC(F)(F)CN1C=NC(NS(=O)(=O)C=2C=CC=C3CCCOC23)=C1,Z3339973283,1953578-Y10-04,E04
CC(NC(=O)NCC1=CN(N=N1)C=2C=CC=CC2)C=3C=CC(C#N)=CC3,Z1389370537,1953578-Y10-04,F04
CC1=C(NC=2C=CC3=NN=C(C=4C=CC=CC4F)N3N2)C=NN1CCO,Z1576991861,1953578-Y10-04,G04
O=C(NC1CCN(CC1)C(=O)C=2C=CC=3CCC3C2)C=4NC=NC4C#N,Z5222772071,1953578-Y10-04,H04
CC1COCCN1C=2C=CC(NC(=O)C=3C=NC=4NC=CC4C3)=CC2,Z2281790110,1953578-Y10-04,I04
COC(=O)COCC1CCCN(C1)C=2N=CN=C3NC=4C=C(Br)C=CC4C23,Z5164718126,1953578-Y10-04,J04
CC=1C=CC(Cl)=C(CO)C1NCC2=CC(=O)N3C=CSC3=N2,Z4622625128,1953578-Y10-04,K04
CC=1C=CC(=CC1NC(=O)C=2C=CC=3N=CC=CC3C2)C(F)(F)F,Z1315929370,1953578-Y10-04,L04
"CCC1=NC(=NN1)[C@@H]2COC[C@@H]2NC(=O)CC=3C=NC=CC3C(F)(F)F |&1:7,11,r|",Z4122610401,1953578-Y10-04,M04
NC1=NNC(CNC=2N=CN=C3NC=4C=C(Br)C=CC4C23)=N1,Z5167742277,1953578-Y10-04,N04
CC=1C=C(C(=O)NCCC=2C=NN(C2)C=3C=CC=CC3)N(C)N1,Z734201318,1953578-Y10-04,O04
CC(C)S(=O)(=O)C=1C=CC=CC1C(=O)NC=2C=CC(=CC2)C3=NC(=NN3)C=4C=CC=CC4,Z1481921280,1953578-Y10-04,P04
C[C@H](OC=1C=CC(Cl)=CC1Cl)C(=O)NC=2C=CC(NC(=O)C3CC3)=CC2,Z2619876585,1953578-Y10-04,A05
O=C(CN1C(=O)CN(C1=O)C=2C=CC=CC2)N3CCN(CC3)C(=O)C4CC4,Z666193296,1953578-Y10-04,B05
O=C1NC2(CCOC=3C=CC=CC32)C(=O)N1CC=4C=CN=C(C#N)C4,Z1480998920,1953578-Y10-04,C05
C[C@@H](NS(=O)(=O)C=1C=C(Cl)C=CC1OCC2CCOC2)C(=O)O,Z1744329390,1953578-Y10-04,D05
CC(C)(C#C)N1CCN(CC1)S(=O)(=O)N2CC3CCC2C3,Z3063546821,1953578-Y10-04,E05
CC(C)(NC(=O)CC1CCC(F)(F)CC1)C2=NC=3C=CC=CC3S2,Z2717959482,1953578-Y10-04,F05
C[C@@H](CO)NC=1C=CC(=CN1)C=2C=CC=3N(C)C=NC3C2,Z2723059827,1953578-Y10-04,G05
CC=1C=CC(NC(=O)CN2CCCC2(C)C(=O)O)=C(F)C1,Z2722345728,1953578-Y10-04,H05
"O=S1(=O)C[C@@H]2CC[C@@H](C2)N1CC3=CN(N=N3)C=4C=CC=CC4 |&1:4,7,r|",Z2994076227,1953578-Y10-04,I05
CN1CCOC(C1)C(=O)NC=2C=C(C=3C=NNC3C2)C(F)(F)F,Z2936894571,1953578-Y10-04,J05
COC=1C=CC(=CC1OC)C2=CC(=NN2C)C(=O)NC=3N=CN(C)N3,Z2960005448,1953578-Y10-04,K05
NS(=O)(=O)C=1C=CC(=CC1)C2=NOC(=N2)C3CCSC=4C=CC=CC34,Z2011560478,1953578-Y10-04,L05
CC=1C=NC(C(=O)NC2CCC=3C=CC=CC3N4C=CN=C24)=C(C)C1,Z2650086214,1953578-Y10-04,M05
COCCC1=NC(=NO1)C2(CCC2)NC=3C=CC(Cl)=CC3,Z2900815488,1953578-Y10-04,N05
CN1CCCCC(CNC(=O)C2=CN(N=N2)C=3C=CC=C(Cl)C3F)C1,Z2718663975,1953578-Y10-04,O05
C[C@H](NC(=O)N1CCCC1C2=NOC(C)=N2)C=3C=C(Cl)C=CC3Cl,Z1752815681,1953578-Y10-04,P05
FC=1C=CC(=CC1)C2CCC2C(=O)NS(=O)(=O)C3CS(=O)(=O)C=4C=CC=CC34,Z5004075627,1953578-Y10-04,A06
COCN1N=C(C)C(NS(=O)(=O)C=2C=C(C)C(Cl)=CC2Cl)=C1C,Z5017398643,1953578-Y10-04,B06
CN1CCN(CC(=O)NCC=2C=CC(=CC2)C3=NOC(C)=N3)CC1=O,Z3610987830,1953578-Y10-04,C06
CCN(CC)C(=O)C=1C=CC(NCC2=NC(CO)=CS2)=CC1,Z2900720340,1953578-Y10-04,D06
COC(=O)C=1C=NN(C)C1NC(=O)C(=O)NC2(CC=3C=CC(Cl)=CC3Cl)CCC2,Z4982197431,1953578-Y10-04,E06
CC1=NN=C(SCCOC=2C=CC(C#N)=CC2)N1C=3C=CC=CC3C,Z17854190,1953578-Y10-04,F06
CC(N1CC(CC1=O)C(=O)NS(=O)(=O)CC=2C=CC=C3C=CC=NC23)C=4C=CC=CC4,Z4982100090,1953578-Y10-04,G06
CCC=1C=C2OC(=O)C=C(COC(=O)C=3C=C4NC(=CC(=O)N4N3)C=5C=CC=CC5)C2=CC1Cl,Z5027904292,1953578-Y10-04,H06
CC=1C=CC(Br)=C(C1)S(=O)(=O)N2CCC(CC2)C=3C=NN(C)C3,Z1552266589,1953578-Y10-04,I06
ClC=1C=CC(NC(=O)C=2C=CC=C(NC(=O)NCCN3CCC=4C=CC=CC4C3)C2)=NC1,Z1166683419,1953578-Y10-04,J06
COC=1C=CC(Cl)=CC1N2C=C(C=N2)S(=O)(=O)N3CCC(CC3)C=4C=NN(C)C4,Z1271194642,1953578-Y10-04,K06
CC=1N=CN(C1C)C=2C=CC(NC(=O)CC=3N=CN(C)N3)=CC2,Z4291789345,1953578-Y10-04,L06
CC(C)(C)C1=NC=C(O1)S(=O)(=O)NCCN2CCCS2(=O)=O,Z4982265104,1953578-Y10-04,M06
"O=S(=O)(N[C@@H]1C[C@@H]2CC[C@H]1O2)C3=CN(N=N3)C=4C=CC=CC4 |&1:4,6,9,r|",Z4277013780,1953578-Y10-04,N06
CCNS(=O)(=O)C=1C=CC(CC(=O)N[C@H]2C[C@@H](C2)C=3C=CC(Cl)=CC3)=CC1,Z1954840057,1953578-Y10-04,O06
FC=1C=C(Cl)C=CC1CC2=CN=C(NC(=O)C3CCCC=4NC=NC34)S2,Z5267664615,1953578-Y10-04,P06
CC=1C=C(N=CN1)C(=O)N2CCC(C2)OC=3C=CC=CC3Cl,Z1529689091,1953578-Y10-04,A07
