Smiles,Catalog ID,Plate_ID,Well
CC(C)CC1(CCNC1=O)C2=NC(=NO2)C=3C=CC=CC3F,Z2773368285,1953578-Y10-02,O03
COC=1C=CC(CN2N=NC(C(=O)NCC3=NN=C(N3)C(C)C)=C2C)=CC1,Z2482887393,1953578-Y10-02,P03
C(NC1CCOCC21CCCCC2)C=3C=CC=NC3N4CCOCC4,Z3068704521,1953578-Y10-02,A04
CC(C(=O)NC=1C=NC=CC1N2C=CC=N2)C=3C=CC=C(Cl)C3,Z1264534125,1953578-Y10-02,B04
FC=1C=CC=2N=CN=C(NC3CCN(CC3)C=4C=CC=NN4)C2C1,Z1864091306,1953578-Y10-02,C04
CC=1C=CC=2NC(=CC2C1C)C(=O)N[C@@H]3CCCN(C3)S(=O)(=O)C4CC4,Z2095227489,1953578-Y10-02,D04
O=C(NCC=1C=CN=C(C1)N2C=NC=N2)N[C@@H]3CCCC=4C=CC=CC34,Z3124434040,1953578-Y10-02,E04
O=C(N1CCOC2(CCC=3C=CC=CC32)C1)C4=CNN=C4C=5C=CSC5,Z1766471560,1953578-Y10-02,F04
CN(C(=O)C=1C=CC=C(C1)C(=O)N2CCN3C(CCC3=O)C2)C=4C=CC=CC4,Z1553100892,1953578-Y10-02,G04
CC(C)N1N=CC=C1C(=O)NCC2CCOC=3C=CC=CC23,Z1439178372,1953578-Y10-02,H04
CC=1C=C(ON1)C2CCN(CC2)C(=O)NCC=3C=CC(F)=CC3Cl,Z4924080369,1953578-Y10-02,I04
CC=1C=CC(=CC1NCC=2C=CC=NC2C)S(=O)(=O)N3CCCCC3,Z2193842526,1953578-Y10-02,J04
CC=1C=C(ON1)C2CCN(CC2)S(=O)(=O)C=3C=CC=CC3C=4C=CC=CC4,Z4952399971,1953578-Y10-02,K04
CC1=NC2=NC=NN2C(C)=C1CCC(=O)NC3(C)CCC=CC3,Z2305938185,1953578-Y10-02,L04
CCC=1C=CC(Br)=C(NC(=O)C(=O)N2CCC3(CN(C)C(=O)O3)CC2)C1,Z4952343036,1953578-Y10-02,M04
C(NC=1N=CN=C2SC=3C=CC=CC3C12)C4CN(CCO4)C5CC5,Z1994071511,1953578-Y10-02,N04
CN1CC2(CCN(CC2)S(=O)(=O)C=3C=CN=C(O)C3)OC1=O,Z4952342478,1953578-Y10-02,O04
CC1(C)CN(CCN1)C(=O)C2CCN(CC2)C3=NOC=4C=CC(Cl)=CC34,Z2222633039,1953578-Y10-02,P04
CN(C)C(=O)CC=1C=CC=CC1NCC=2C=CN=C3NC=CC23,Z5267705462,1953578-Y10-02,A05
ClC=1C=CC(=NC1)C2=CN(CC=3C=CC=C(C#N)C3)N=N2,Z5009645204,1953578-Y10-02,B05
CN1N=CC(C(=O)NCC2CCC3(CC(C3)C(=O)OC(C)(C)C)O2)=C1CC=4C=CC=CC4,Z5094269284,1953578-Y10-02,C05
CC=1C=C(NN1)C(=O)NCC=2C=C(Br)C=3OCCOC3C2,Z872779484,1953578-Y10-02,D05
CCOC=1C=C(C=CC1OC)C2=NN=C(CN(C)S(=O)(=O)C=3C=CC(C)=CC3)O2,Z1663975848,1953578-Y10-02,E05
O=C(NCC=1C=CC=C2NC=CC12)NC=3C=CC=C(C3)N4CCCC4,Z2822362715,1953578-Y10-02,F05
CC(=O)N1CCC=2SC(=CC2C1)S(=O)(=O)NC3=CON=C3C,Z2852105207,1953578-Y10-02,G05
O=C(COC=1C=CON1)NC=2C=CC=3OC4(CCCC4)OC3C2,Z3338988207,1953578-Y10-02,H05
COC=1C=C(Br)C=CC1NC(=O)C(C)C2=CN(C)C=3C=CC=CC23,Z5101997346,1953578-Y10-02,I05
COC=1C=CC(=CC1)C=2NC=3C=CC=CC3C2CCC(=O)NCC4=CC(=O)N=C(SC)N4,Z4053434968,1953578-Y10-02,J05
CN1C=C(NC(=O)NCC2=CN(N=C2C=3C=CN=CC3)C=4C=CC=CC4)C(=N1)C=5C=CN=CC5,Z5164709036,1953578-Y10-02,K05
CC(O)C(C)CNC(=O)CSC=1N=C2C=CC=CC2=NC1N3CCOCC3,Z4154861697,1953578-Y10-02,L05
CSC=1C=CC=C(CN2N=C(C=CC2=O)C=3C=NN(C)C3)C1,Z5041196922,1953578-Y10-02,M05
O=C(CCC1=C(NC=2C=CC=CC12)C=3C=CC=CC3)NC4CCN5N=CN=C5C4,Z4229829967,1953578-Y10-02,N05
OC=1C=CC(=CC1)C=2C=C(NN2)C(=O)NC=3C=CC=CC3C4=NC=CN4,Z5084941545,1953578-Y10-02,O05
CCN1C=C(CNC2CCC3=NC(=CN3C2)C=4C=CC=CC4)C(=N1)C5CC5,Z4493822976,1953578-Y10-02,P05
CC=1C(CNS(=O)(=O)C2=COC=C2Br)=NOC1C=3C=CC=CC3,Z4952388433,1953578-Y10-02,A06
CC=1C=C(C)C=2N=C(NC(=O)CCOC3CCOCC3)SC2C1,Z1373687779,1953578-Y10-02,B06
CC=1C(CNC(=O)C(=O)N2CCCCO2)=NOC1C=3C=CC=CC3,Z4923876578,1953578-Y10-02,C06
CN1C=CC=C1C2CCCN2C(=O)NC=3C=NN(CC(F)F)C3,Z1311806234,1953578-Y10-02,D06
CCOC=1N=C(C)C=CC1C(=O)NCC2=NOC(=C2C)C=3C=CC=CC3,Z4952387968,1953578-Y10-02,E06
FC=1C=C(F)C=2CCC[C@@H](NC(=O)C=3C=C4OCCN4N3)C2C1,Z2282532285,1953578-Y10-02,F06
COC=1C=CC=2C=CC=NC2C1S(=O)(=O)N(C)CCN3CCCC3=O,Z3406417243,1953578-Y10-02,G06
CN1C=NC(=N1)C=2C=CC=C(NC(=O)C=3C=CC=C(OCC(F)F)N3)C2,Z1648026810,1953578-Y10-02,H06
N#CC=1C=CC=CC1C=2C=CC(CNCC=3C=NNC3)=CC2,Z1583920321,1953578-Y10-02,I06
CC1=C(NC=2C(Cl)=CC=CC12)C(=O)N3CC(F)CC3CO,Z2348971595,1953578-Y10-02,J06
NC(=O)C=1C=CC=C(N1)C(=O)N2CCC=3C=CC=CC3C2CNC(=O)C=4C=CC(=O)NN4,Z4921675434,1953578-Y10-02,K06
CC=1C=CC(NC(=O)C2CCCN(CC3=NC=NN3C)C2)=NC1,Z1348534842,1953578-Y10-02,L06
O=C(NCC1CC2(CN1C(=O)C=3C=CC=4CCC(=O)NC4C3)CCOCC2)C=5C=CC=NC5,Z4921676953,1953578-Y10-02,M06
ClC=1C=CC=C(CC(=O)N2CCCC(C2)C3=NC(=O)NN3)C1Cl,Z2332191373,1953578-Y10-02,N06
CC=1C=C(C=CC1Br)C2CCN(CC2)C(=O)NC=3C=NN4C=CC=NC34,Z4951929990,1953578-Y10-02,O06
COC=1C=CC(OC)=C(C1)C2CCCN2C(=O)CCC3=NC(=NO3)C4=NN=CN4,Z968676590,1953578-Y10-02,P06
OC1(CC[C@H]2CO[C@@H]1O2)C3=CN(N=N3)C=4C=CC(Br)=CN4,Z4445354208,1953578-Y10-02,A07
O=C(OC[C@@H]1NC(=O)[C@@H]2CCCN2C1=O)C=3C=CC=C(C3)C4CC4,Z2783842324,1953578-Y10-02,B07
COC(=O)C=1C(COC=2C=CC(=CC2Cl)C3CC3)=NN4CCCCC14,Z6309545632,1953578-Y10-02,C07
CC1(C)OCC(CNC(=O)C=2C=CC=CC2SCC(=O)NC=3C=CC=4OCOC4C3)O1,Z1453091157,1953578-Y10-02,D07
COC(=O)C=1C(CSC2=NC(O)=CC(=O)N2C=3C=CC(Cl)=CC3)=NN4CCCCC14,Z6309546030,1953578-Y10-02,E07
BrC=1C=CC(CC(=O)NC=2C=CC=C(C2)C(=O)NCC3=CC=CN3)=CC1,Z1315679167,1953578-Y10-02,F07
O=C1NC=2C=CC(=C3C=CC=C1C23)S(=O)(=O)NC=4NN=C(C5CC5)C4C#N,Z1848849310,1953578-Y10-02,G07
O=C(COC1CC1)NC=2C=CC(=NC2)N3C=NC=4C=CC=CC34,Z3991692409,1953578-Y10-02,H07
FC=1C=CC(CNC2=NN=C3CCCN3C2=O)=C(C1)C(F)(F)F,Z5110155579,1953578-Y10-02,I07
FC(F)(F)C=1C=CC(=CC1)N2C=C(CNCC3(CC4C3)OC4)C=N2,Z2698349651,1953578-Y10-02,J07
CCCOC=1C=CC=C(C1)C(=O)NC(C=2C=CC=CN2)C=3C=CC=CC3OC,Z1533941876,1953578-Y10-02,K07
CC=1N=CN(C1C)C=2C=CC(NC(=O)C=3C=C(NN3)C=4C=CN=CC4)=CC2,Z4335748180,1953578-Y10-02,L07
COC=1C=CC(=CC1Cl)C(=O)NC(CNS(=O)(=O)C=2C=NN(C)C2)C=3C=CC=CC3,Z6309476631,1953578-Y10-02,M07
CC1=CC(O)=CC(=O)N1CCC(=O)N2CCOCC2C=3C=C(F)C=C(F)C3,Z2645940808,1953578-Y10-02,N07
COC(=O)C=1C(CNC(=O)NC=2C=3OC(C)(C)CC3C=CC2Cl)=NN4CCCCC14,Z6309452890,1953578-Y10-02,O07
OC1CCC2CN(CC12)C(=O)C=3N=C(C=4C=CC=CC4)N(N3)C=5C=CC=CC5,Z1657371414,1953578-Y10-02,P07
CC=1C(OC(F)(F)F)=CC=CC1C(=O)NC=2C=NN3C=CC=NC23,Z4951929964,1953578-Y10-02,A08
O=C(CCN1C=NC=2C=CC=CC2C1=O)NC=3C=CC=4N=CNC4C3,Z908607908,1953578-Y10-02,B08
BrC=1C=CC(=CC1)C2CCCCN2C(=O)C(=O)NC=3C=NN4C=CC=NC34,Z4951929997,1953578-Y10-02,C08
"COCCOC=1C=CC(=CC1C)S(=O)(=O)N2CCC[C@@H]([C@@H]2C)C(=O)O |&1:19,20,r|",Z2763097953,1953578-Y10-02,D08
CS(=O)(=O)CC=1C=CC(Cl)=CC1S(=O)(=O)N2C3CCC2C(=O)NC3,Z4952367198,1953578-Y10-02,E08
"CC=1C=CC=C(C1)C2(CCCC2)C(=O)N[C@@H]3COC[C@H]3O |&1:15,19,r|",Z2298010517,1953578-Y10-02,F08
ClC=1C=CC(OCC2=NC(CC(=O)N3C4CCC3C(=O)NC4)=CS2)=CC1,Z4041555395,1953578-Y10-02,G08
CC=1N=C(SC1C)N2CCN(CC2)C(=O)CC=3C=CC=C(O)C3,Z1512471863,1953578-Y10-02,H08
FC(F)(F)OC=1C=CC=CC1S(=O)(=O)N2C3CCC2C(=O)NC3,Z3792381698,1953578-Y10-02,I08
COC=1C=NC=CC1CNC(=O)C=2C=CC=3N(C4CC4)C(=O)NC3C2,Z2638137721,1953578-Y10-02,J08
ClC=1C=CC=CC1CN(C2CC2)S(=O)(=O)CCC=3C=CC=4OCCC4C3,Z1888701459,1953578-Y10-02,K08
CC1=CSC=C1C(=O)N2CCN(CC2)C(=O)CC3=CNC=4C=CC=CC34,Z1343601730,1953578-Y10-02,L08
CCC(NC(=O)C=1C=NC(N)=C(Cl)C1)C=2C=C(F)C=CC2OC,Z4952311856,1953578-Y10-02,M08
CC(C)CC1COCCN1C(=O)NC2=CN(C)N=C2C(F)(F)F,Z1688669940,1953578-Y10-02,N08
NC=1N=CC(=CC1Cl)C(=O)N2CCN(CC2)C(=O)CC(F)(F)F,Z1006334332,1953578-Y10-02,O08
CC(C)(C)C=1N=CC=2CN(CCC2N1)S(=O)(=O)CCCC(=O)O,Z2721507273,1953578-Y10-02,P08
CN1N=CC=C1C2CC(CCO2)NC3CCCC=4C(O)=CC=CC34,Z2286506791,1953578-Y10-02,A09
"CCS(=O)(=O)C=1C=CC(CN2C(=O)CCN(C[C@@]34C[C@H]4CCC3)C2=O)=CC1 |&1:17,19,r|",Z3540097883,1953578-Y10-02,B09
OC=1C=C2C(NCCC=3C=CC=4NC=CC4C3)=NC=NC2=CC1F,Z6334641728,1953578-Y10-02,C09
CN(CC1=CN(N=C1C=2C=CC(C)=C(C)C2)C=3C=CC=CC3)C(=O)C=4C=CC(OCC(=O)N)=CC4,Z145034664,1953578-Y10-02,D09
CC1=NN(C2CCOCC2)C(C)=C1C3=NC(=CS3)C4CCN(CC4)C(=O)OC(C)(C)C,Z6309562384,1953578-Y10-02,E09
CC=1C=CC=2OC(CN(CC3=CC=CO3)C(=O)C=4C=CC=5NC(=O)NC5C4)=CC2C1,Z1246861296,1953578-Y10-02,F09
CC=1C=C(C)N(N1)C=2C=CC(=CC2)C3=NC(C)=NN3C4CCN(CC4)C(=O)OC(C)(C)C,Z6190512983,1953578-Y10-02,G09
CC(C)CC(=O)N=S1(=O)CCC2(CC1)CN(CCO2)C(=O)C=3C=COC3C,Z3675774058,1953578-Y10-02,H09
CC(C)(C)C=1OC=NC1CN2CCCCC2C3CCCCC3O,Z4265470296,1953578-Y10-02,I09
CC(C(=O)N=S1(=O)CCC2(CC1)CN(CCO2)C(=O)C)C=3C=CC(F)=CC3,Z3416970061,1953578-Y10-02,J09
COC=1C=C(OC)N=C(N1)N2CCCN(CC2)C(=O)C=3C=CSC3,Z1478470651,1953578-Y10-02,K09
OC(CN1N=C(C=CC1=O)C=2C=CC=3OCCCOC3C2)C=4C=CC(C#N)=CC4,Z1431624518,1953578-Y10-02,L09
CC=1OC=C(C1CC(=O)N2CC3CCC2CN3)C(F)(F)F,Z3382885932,1953578-Y10-02,M09
CCCC(C)C=1C=C(NS(=O)(=O)C=2C=CC(C#N)=C(Br)C2)NN1,Z1918148125,1953578-Y10-02,N09
CC=1C=NC=C(CN2C(=O)NC(C2=O)C=3C=CC=C(C3)C(F)(F)F)N1,Z3499722530,1953578-Y10-02,O09
CC1=CC(=O)NC=C1C(=O)N2CCNC(=O)C2C=3C=CC=CC3C(F)(F)F,Z1641310748,1953578-Y10-02,P09
CN1C=CN=C1C(=O)N2CC=3C=CC=CC3CC2CNC(=O)C=4C=CC=C5NN=CC45,Z4921679230,1953578-Y10-02,A10
COC=1C=C(Cl)C=CC1NC(=O)C=2C=CC=C(NC=3C=NC=CN3)C2,Z1730213571,1953578-Y10-02,B10
O=C(C1CC(=O)NC(=O)C1)N2CC34CN(CC4(C2)CCCC3)C5=CC(=O)N6C=CC=CC6=N5,Z4927221870,1953578-Y10-02,C10
FC=1C=CC(C(=O)NC2CCN(CC2)C3CCCC3)=C(F)C1F,Z1352722999,1953578-Y10-02,D10
CC(C)OC=1C=NC=C(C1)C=2C=CC=C3C(=O)N(CC32)C4CCC(=O)NC4=O,Z4223210133,1953578-Y10-02,E10
COC=1C=CC=CC1NCC(=O)N2CCN(C)C=3C=CC=CC3C2,Z1191190434,1953578-Y10-02,F10
C[C@@H]1CN2C=C(C=C2C(=O)N1)C=3C=CC=C4C(=O)NCC43,Z3790682963,1953578-Y10-02,G10
FC(F)(F)CN1C=C(NC(=O)C2COC=3C=CC=CC3C2)C=N1,Z1227956760,1953578-Y10-02,H10
CC=1C=CN(CC(=O)NC2=NN(CC=3C=CC=CC3F)C=C2Br)C(=O)C1,Z6386517525,1953578-Y10-02,I10
OC[C@H](NC(=O)C1(CCC1)N2CCOCC2)C=3C=CC=CC3,Z1644446083,1953578-Y10-02,J10
CCN1C=C(C=N1)C2=NC(=NO2)C=3C=CC(=NC3)N4CCCCC4,Z1206886777,1953578-Y10-02,K10
CN1C=CC(=N1)N2CCCC(NC(=O)NC3=NC=CS3)C2=O,Z1276784422,1953578-Y10-02,L10
CC(CNC(=O)N(C)CC=1C=CN=CC1)N2CCC=3C=CC=CC3C2,Z545720026,1953578-Y10-02,M10
CC1N(C)C=2C=CC(=CC2NC1=O)C3=NC(=NO3)C=4C=CC(=NC4)N5CCCC5,Z1683978380,1953578-Y10-02,N10
CN1CCCC(O)(CC(=O)N2CCCC(C2)C3=CNC=4N=CC=CC34)C1,Z2915992011,1953578-Y10-02,O10
CC(C)CN(CC(O)C=1C=CC(F)=CC1)C(=O)NCC2CC(=O)NC=3C=CC=CC23,Z1345982752,1953578-Y10-02,P10
COC=1C=CC(CC2CCN(CC2)C(=O)CN3C=CC=N3)=CC1,Z983203244,1953578-Y10-02,A11
"CC1=NC=2C(=CC=NC2N1)C(=O)N3C[C@@H]4COC[C@@]4(C3)C=5C=CC=CC5 |&1:14,18,r|",Z2929015301,1953578-Y10-02,B11
CCC(C(=O)NC(CNS(=O)(=O)C=1C=NN(C)C1)C=2C=CC=CC2)C=3C(C)=NOC3C,Z6309485179,1953578-Y10-02,C11
CC1CN(CCO1)C=2C=CC(CNC=3C=C(C)C=CN3)=CN2,Z1416432637,1953578-Y10-02,D11
COC(=O)C=1C(CNS(=O)(=O)C=2C=CC(F)=C(C2)C(=O)N3CCCC3)=NN4CCCCC14,Z6309450074,1953578-Y10-02,E11
CC=1C=NN(C1)C2CCN(C2)C(=O)NC=3C=NN(CC4=NN=C5CCCCN45)C3,Z2171280213,1953578-Y10-02,F11
CC=1C=C(NCCC=2C=CC=CC2S(=O)(=O)N)N=CC1S(=O)(=O)N3CC4CCC4(C)C3,Z6318939429,1953578-Y10-02,G11
CONC(=O)C1CCN(CC1)C(=O)NC(C)C2=NC=C(O2)C=3C=CC(F)=CC3,Z3659529138,1953578-Y10-02,H11
CCC1(CO)CCCN(C1)C(=O)NC=2C=CC=3CCN(C)C3C2,Z1751210247,1953578-Y10-02,I11
COC=1C=CC=2CCCCN(C(=O)C3CN(C(=O)C3)C=4C=CC(F)=C(C4)[N+](=O)[O-])C2C1,Z1404527611,1953578-Y10-02,J11
CN(C)CCN1C=CC(NC(=O)N2C[C@@H]3CCC[C@@H]3C2)=N1,Z2949069839,1953578-Y10-02,K11
FC=1C=CC(=CC1F)C(=O)NCCC2=NC(=NN2)C=3C=CC=CC3,Z1695816545,1953578-Y10-02,L11
CC(C)N1N=CC=C1C(=O)N2C[C@H]3OC=4C(F)=CC=C(F)C4O[C@H]3C2,Z2407953404,1953578-Y10-02,M11
CC(C)N1CCC(CC1)C(=O)N2CCN(CC2)C=3N=CC=NC3C,Z1997737411,1953578-Y10-02,N11
CN1CCC=2N=CN=C(NCC=3C=CC(=CC3C)N4C=CC=N4)C2C1,Z3068704705,1953578-Y10-02,O11
COC=1C=CC(=CC1NC(=O)NCC2=C(C)N=C3C=CC=CN23)S(=O)(=O)N4CCCCC4,Z4767388944,1953578-Y10-02,P11
C(NC(C1=NC=CN1)C=2C=CC=CC2)C=3C=CC(=CC3)N4C=CN=C4,Z1782288716,1953578-Y10-02,A12
"CN(C)S(=O)(=O)C=1C=CC=C(CNC(=O)[C@@]23CCO[C@H]3CC(=O)NC2)C1 |&1:15,19,r|",Z7729916006,1953578-Y10-02,B12
COC=1C=CC=CC1C2=CC=C(S2)C(=O)N3CCCNC(=O)[C@@H]3C,Z2966758559,1953578-Y10-02,C12
CC1CN(CCCNC(=O)C=2C=CC(F)=C(C#N)C2)CC(C)O1,Z1916037982,1953578-Y10-02,D12
FC=1C=C(CC(=O)NC=2C=CC=3N=CNC3N2)C=4OCOCC4C1,Z6273302549,1953578-Y10-02,E12
CC1(C)CCCC1C(=O)NS(=O)(=O)CC=2C=CC(Br)=C(F)C2,Z2289235323,1953578-Y10-02,F12
COC=1C(F)=CC(=CC1F)S(=O)(=O)NC=2N=C3CCCCN3N2,Z2996180243,1953578-Y10-02,G12
COC=1C=CC(CCN2N=NN=C2N3CCCC3)=CC1F,Z2905617008,1953578-Y10-02,H12
CC1(C)CCN(CCNC(=O)NC=2C=CN(N2)C=3N=CC=CC3F)C1,Z2949965615,1953578-Y10-02,I12
CN1CCN(CC1)C=2C=CN=C(C2)C3=NOC(=N3)C(C)(C)F,Z1685687161,1953578-Y10-02,J12
O=C(NCC1=NOC2OCCC21)C=3C=CC=C4CCOC43,Z6374877608,1953578-Y10-02,K12
CC1=CN=C(O1)C=2C=CC=C(NC(=O)C=3C=NC=CN3)C2,Z1161109721,1953578-Y10-02,L12
NC1=NC=C(O1)C(=O)NC2CN(C2)C(C=3C=CC=CC3)C=4C=CC=CC4,Z6267214013,1953578-Y10-02,M12
CC(C)OC=1C=CC(=CN1)C(=O)NC=2C=CC=C(C2)C3=NN=CN3,Z1203347962,1953578-Y10-02,N12
CCC1=NN=C2C=CC(NC3CCC=4C=C(Cl)C=CC34)=NN12,Z1168189926,1953578-Y10-02,O12
CC(C)N1C=CC(CNC(=O)C2=CN(C)N=C2C3=CC=CO3)=N1,Z2631061304,1953578-Y10-02,P12
CON(CC1CCCC(C)C1)CC2=NN3CCCCC3=C2C(=O)OC,Z6309544518,1953578-Y10-02,A13
CC(C)(NC(=O)N)C1=CN(CC2=NC(=CS2)C=3C(F)=CC=CC3F)N=N1,Z2846571029,1953578-Y10-02,B13
CC1=CCN(CC1)C(=O)NC(C2=NC=CN2C)C=3C=CC(F)=CC3F,Z2979487606,1953578-Y10-02,C13
"O=C(N[C@@H]1C[C@H]2CC[C@@H]1O2)C3=CC(=NN3C=4C=CC=CC4)C5=CC=CO5 |&1:3,5,8,r|",Z2476191608,1953578-Y10-02,D13
CC(C)(C)OC(=O)N1CCC(CC1)C2=CSC(=N2)C=3C=CC=4C(=O)NCC(=O)NC4C3,Z6309562920,1953578-Y10-02,E13
CCN1CCCC(C1=O)N2C=C(N=N2)C=3C=C(C=CC3Cl)C(=O)NC(CC=C)C(=O)O,Z4910226948,1953578-Y10-02,F13
O=C(NCCC1CCCOC1)C2=CC(=CS2)C=3N=NNN3,Z4385456754,1953578-Y10-02,G13
COC=1C=CC(F)=CC1CC(=O)N2CCC(C2)N3C=C(N=N3)C4CC4,Z2883524032,1953578-Y10-02,H13
CC(C)OC1CCCN(C1)C(=O)C2=CC=C(S2)C=3N=NNN3,Z4390463985,1953578-Y10-02,I13
COC[C@H](O)CN1C=C(N=N1)C=2C=CC=C(C2)C(=O)NCC=3C=CC(C(=O)O)=C(C)C3,Z4910226811,1953578-Y10-02,J13
CC(C)(O)C=1C=C(C=CN1)C2=CN(CC=3C=CC=4C=NNC4C3)N=N2,Z6334642263,1953578-Y10-02,K13
CN1N=CC(C2=CN(N=N2)[C@H]3C[C@@H](C3)C(=O)NC4(CCC4)C(=O)O)=C1C5CCC5,Z4910225352,1953578-Y10-02,L13
FC=1C=C(NC(=O)N2CCC=3C=NC=CC3C2)C=CC1Cl,Z6067792892,1953578-Y10-02,M13
FC=1C=CC(=CC1)N2N=C(N=C2C3=CC=CS3)C(=O)OC4CCC5(COC5)C4,Z4170929805,1953578-Y10-02,N13
O=C(CSC=1C=CC(=CC1)C=2N=NNN2)N3C[C@H]4CC=CC[C@H]4C3,Z4383751436,1953578-Y10-02,O13
O=C(NCC1=NOC=2CCCCC12)C=3C=CC(=CC3)C4CCOCC4,Z2777432999,1953578-Y10-02,P13
CC1(O)CCN(CC1)C=2N=CC=C3C(=CC=CC23)S(=O)(=O)N,Z4108585570,1953578-Y10-02,A14
O=C(CCC=1C=CC=CN1)NC=2C=NC=3C=CC=CC3C2,Z913612374,1953578-Y10-02,B14
NC(=O)C=1C=CC(=CC1)N2CCN(CC2)C(=O)C3=NC=C4CCCCN34,Z2770993038,1953578-Y10-02,C14
CC(C)(NC(=O)NC=1C=CC=CC1C(C)(F)F)C2=NC=3C=CC=CC3S2,Z2710573178,1953578-Y10-02,D14
OCC(CNC(=O)C=1C=CC=2NN=NC2N1)CC=3C=CC(=CC3)C(F)(F)F,Z2357803037,1953578-Y10-02,E14
O=C(CN1C=C(C=N1)C(=O)N2CCC=3C=CN=CC23)NC4CCCCC4,Z1669982333,1953578-Y10-02,F14
OCC1CCN(C1)C(=O)CN2CC3=C(C=NN3C=4C=CC=CC4)C2=O,Z2958059293,1953578-Y10-02,G14
CC1=C(NC(=O)C2CC(=O)NC=3C=C(F)C=CC23)SC=4CCCCC14,Z1268259847,1953578-Y10-02,H14
CC=1C=CC(=C(C1)C(=O)NC2CCCOCC2)S(=O)(=O)N,Z1604922959,1953578-Y10-02,I14
CC1=C(NC=2C=CC(C)=CC12)C(=O)N3CCC(CC3)OC=4C=CC=C(C#N)C4,Z1439031170,1953578-Y10-02,J14
CSC=1NC(=O)C(=CC1C#N)C(=O)N2CCCC3(CCOCC3)C2,Z1284140717,1953578-Y10-02,K14
COC=1C=CC=CC1N2CCC(CC2)NC(=O)C3=CN=C4C=CC(C)=CN4C3=O,Z955721550,1953578-Y10-02,L14
"FC=1C=CC(=NC1)C2(CC2)C(=O)N[C@@H]3C[C@@H]4C[C@H]3OC(=O)N4 |&1:13,15,17,r|",Z6093420090,1953578-Y10-02,M14
CC=1C=C(C)N(CC2=NN=C(N3CC(C)(C)OC(C)(C)C3)N2C)N1,Z2008662511,1953578-Y10-02,N14
"FC=1C=C(Cl)C=C(C(=O)N[C@@H]2C[C@@H]3C[C@H]2OC(=O)N3)C1F |&1:10,12,14,r|",Z6093419345,1953578-Y10-02,O14
O=C(CNC(=O)C=1C=CC=2OCOC2C1)N3CCCC(C3)C4=NOC(=N4)C5CC5,Z1286052461,1953578-Y10-02,P14
COC(=O)CC1=NN(C)C(C)=C1C=2C=CC=C(OC)C2OC,Z6214401071,1953578-Y10-02,A15
COC=1C=CC(=CC1)N(CC2CC2)C(=O)CC3CC(C)(C)CO3,Z4919116098,1953578-Y10-02,B15
CC(NC=1N=CC=2COCCC2N1)C=3C=CC=C(C3)N4CCCC4,Z3391349483,1953578-Y10-02,C15
O=C(NCC1=CNC(=O)C=2C=CC=CC12)N3CC4(CC=CC4)C3C=5C=CC=CC5,Z2925623537,1953578-Y10-02,D15
CN1N=CC(CNC2CC=3C=CC=CC3NC2=O)=C1C4CC4,Z2974858514,1953578-Y10-02,E15
CC(C)(C)N1N=NC(CNC(=O)C=2C=C3COCCC3=NN2)=N1,Z4946618481,1953578-Y10-02,F15
CC=1C=CC=NC1NCC=2N=C(N3CCCCC23)C(F)(F)F,Z3016339298,1953578-Y10-02,G15
CN1N=CC=2NC(=O)C(=CC12)C(=O)N3CCCCC3C=4C=NC(N)=NC4,Z5877420725,1953578-Y10-02,H15
O=C(NC=1C=CC=CC1OCCN2CCNCC2)C=3C=CC=4C(=O)NCCC4C3,Z3382846383,1953578-Y10-02,I15
FC=1C=CC(CC2=CN=C(NC(=O)C=3C=NN4C=CC=NC34)S2)=CC1C#N,Z1449214435,1953578-Y10-02,J15
FC=1C=CC=CC1CN2C=C(Br)C(NC(=O)C=3C=NN=C(C3)C4CC4)=N2,Z6386510799,1953578-Y10-02,K15
CCC1=NN(C)C(CC)=C1NC(=O)C2=NNC(=O)C=3C=CC=CC23,Z3056947748,1953578-Y10-02,L15
O[C@H](CNC(=O)C=1C=CC(=CC1)C(=O)O)CN2CCC=3C=CC=CC3C2,Z2913081225,1953578-Y10-02,M15
"CC=1C=C(CN[C@@H]2CC(CN3C=CC=N3)C[C@H]2O)C=CC1OC=4C=CC=NC4 |&1:6,16,r|",Z3686084510,1953578-Y10-02,N15
"CO[C@@H]1COC[C@@H]1NC(=O)C=2C(Cl)=CC=CC2OCC3CC3 |&1:2,6,r|",Z2999484089,1953578-Y10-02,O15
FC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,Z4766813416,1953578-Y10-02,P15
ClC=1C=CC=C2CCN(CC12)C(=O)NC3=NC=4CCOCC4S3,Z2312297007,1953578-Y10-02,A16
CCS(=O)(=O)N1CCC(CC1)NC(=O)C(C)(C)C2=CSC(=N2)C=3C=CC=CC3F,Z2214545428,1953578-Y10-02,B16
O[C@@H]1CCN(C1)C=2C=CC(=CN2)C=3C=CC=C4NC(=O)NC34,Z3347776750,1953578-Y10-02,C16
CC(N1CCN(CC1)C(C2CC2)C(=O)O)C(=O)NC=3C=CC=C(F)C3,Z2795227975,1953578-Y10-02,D16
CN1C=C(C=N1)C2=CNC=C2C(=O)NC3CCCOCC3,Z1747539468,1953578-Y10-02,E16
CC(C)(C1=NOC(=N1)C2(CC2)C=3C=CC=CC3)S(=O)(=O)C,Z2900815550,1953578-Y10-02,F16
