Smiles
c1cccc(c1Cl)OCCN(C(=O)N2)C(=O)C23CC(C)(C)CC(C3)C
c1ccsc1Cc2nnc(S[C@H](C#N)C)n2C3CC3
C1CC(=O)C(F)(F)CCC12OCCO2
O=S(=O)(N)c1n(C)nc(c12)cccc2
c1cc(C#N)[nH]c1C(=O)N(C)Cc2nnc(n23)cccc3
CSc1oc(c(c1)C)C(=O)N[C@](C)(C(=O)OC)Cn2nccc2
CC[C@H](C1)[C@@H]1NS(=O)(=O)CCCn2nnnc2
COC(=O)[C@H](CS1)N=C1Cc2ccccc2
Cl.O=C(N1)[C@H](C)Oc(c12)ccc(c2)C(=O)C3CCNCC3
CCCC(=O)Nc1sc(-c2nccn2C)c(n1)-c3ccccc3
c1c(F)ccc(c1F)CN(C)C(=O)NCC2CC2
n1ncsc1S[C@@H](C)C(=O)NCC
CCO\N=C\c(n1)csc1Nc2c(C)c(C)ccc2
c1cc(F)ccc1S(=O)(=O)NCC(C)(C)N2CCOCC2
CON(C)CN(C1=O)C(=O)c(c12)cccc2
Cc1[nH]c(=O)sc1S(=O)(=O)N(C)c2ccccc2
O=S(=O)(C)N1CCC(CC1)C(=O)Oc2c(C)cc(cc2)C(C)(C)C
c1sc(CC)nc1CS(=O)(=O)[C@@H](C)C(=O)NCCOC
c1cccc(c1Cl)COC[C@@H](O)Cn2c(=O)cnc(c23)cccc3
C1CC1c2n[nH]c(n2)-c3c(N)ccc(c3)C
n1ncsc1NC(=O)NCc2cnc(cc2)N3CCC(CC3)CO
Cl.CN(C)C(=O)CN1CCN(CC1)Cc2cnc(nc2)N3CCCC3
CC(C)(C)NS(=O)(=O)c1oc(cc1)C(=O)Nc(c2)ccc(c23)c[nH]n3
Cc1nc(C(C)C)sc1C(=O)Nc2ncc(cc2)N3CCOCC3
c1ccc(S(=O)(=O)C)cc1S(=O)(=O)Nc2c(C)cc(cc2)OCCO
c1cccc(c12)n(C)cc2S(=O)(=O)NC(=O)CCn3nccc3
Clc1n(C)nc(C)c1C(=O)NOC
O=S1(=O)CCC(CC1)C(=O)OCC(C2(C)C)C2(C)C
c1c(C)sc(C)c1S(=O)(=O)N(CCO)c2ccc(C#N)cc2
Cn1cnn(c1=O)-c2ccc(cc2)NCc3ncc[nH]3
CCOc(cc1)ccc1S(=O)(=O)NC(=O)[C@H]2OCCOC2
C1CCCC1(NC(=O)C)c2noc(n2)-c3cc(ccc3)-n4nncc4
c1ccc(C(C)C)cc1S(=O)(=O)N2CC(C2)n3nnc(c3)C(=O)N
C1CCC1(C#N)C(=O)N(C2)CCc(c23)n(cn3)CCc4ccccc4
Brc1ccc(cc1)C(C)C(=O)NC2CN(CC2)C(=O)N
c1[nH]nnc1C(=O)NNC(=O)Nc2c(cccc2)OC3CCCC3
O=C([O-])Cc(cs1)n(c12)c3c(n2)CC[C@@H](C3)C(C)C.[Na+]
CCc1scc(n1)CC(=O)NCc2nn[nH]c2
Fc1c(C)cc(cc1)[C@H](C2CC2)OC(=O)C3CCC(CC3)C(=O)N
Cl.Cc1nn(C)c(c1C(=O)O)-n2c(C)ncc2
CCNC(=O)CNc1nc(OCC)cnc1
Brc1ccc(cc1)S(=O)(=O)N(C(=O)C)Cc2nnsc2Cl
c1cc(OC)nn(c1=O)CC(=O)c2ccc(cc2)NC(=O)C(C)(C)C
Fc1c(F)ccc(c1)C(C)NC(=O)N2CC(OCC)CCC2
Cl.s1c(C)c(C)c(c12)c(c(c(n2)C)C(=O)N)C3CC3
Cc1c(C)c(C)c(C)c(C)c1S(=O)(=O)NCC2=COCCO2
c1nccnc1N(C)CC(=O)NCc2c(C)cc(C)cc2C
C1OCOc(c12)c(cc(F)c2)CCNC(=O)C3C(C3)c4occc4
Cl.CC[C@H](N)C(=O)N(C(C)C)CC1C(C1)C
c1ccnc(c1Br)C(=O)NNC(=O)c2cc(S(=O)(=O)N)c(Cl)cc2
Clc1[nH]c(cc1Cl)-c2onc(n2)C3(CCC3)NC(=O)OC(C)(C)C
c1cocc1C(=O)N[C@@H](C)c2onc(n2)-c3cccn(c34)ccn4
Clc1cc(F)cc(c12)nc(o2)S[C@@H](C)c3nnnn3C
n1csc(c12)ccc(Cl)c2S(=O)(=O)N3[C@H](C(=O)OC)CSC3
Fc1ccc(cc1)C(N=2)=C[C@H](N(C23)NC=N3)c4occc4
c1n(C)ncc1S(=O)(=O)Nc2sc(C)c(n2)CC
C1CC(C)CCN1S(=O)(=O)CC(=O)Nc2cc(OC)cc(c2)OC
c1cncn1C(CC2)CCN2C(=O)C3=NO[C@@H](C3)c4ccccc4
n1nc(C)oc1CSc2ccc(O)cc2
I.c1cccc(c12)ccc(n2)C/N=C(N)/N3CCCCC3
C1CC1c2cc[nH]c2C(=O)NCCC3CCOCC3
C1CCC1C[C@@H](NC(=O)C)C(=O)NCc2c(CC)noc2C
O=C(C)NC1CCC(CC1)NCc2cnc(cc2)OC(C)C
Ic1c(CN)cc(Cl)cc1.Cl
c1ccc(F)c(c1F)Nc2n(C)nc(C)c2N
Fc1cccc(c12)N(CC2)C(=O)c3c(ncnc3)-c4ccccc4
Clc1c(OC)cc(Cl)c(c1)CN(CC2)CC23CC(C3)OCC
CNS(=O)(=O)NCC(=O)NCc1ccc(cc1)OC2CCCC2
Nc1snnc1-c2scc(n2)C(C)(C)C
O=S(=O)(C)Nc(s1)nc(c12)CCN(C2)C(=O)[C@H](C)SC
c1nccc(c1Cl)C(=O)c(o2)cc(c23)cc(OC)c(c3)OC
