Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL3183703,,None,404.49,0,2.99,"CP-456,773; MCC950",CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,IC50,'=',1300,nM,5.89,,,UO_0000065,14.55,0.29,2.9,5.42,0,CHEMBL5358952,Inhibition of NLRP3 in human whole blood assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 0.5 hrs and later incubated with ATP for 1.5 hrs by AlphaLISA assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 2.0 hr,INHIBITOR,,1.3
CHEMBL5439021,,None,313.36,0,2.97,11,CCOC(=O)c1nnc(Nc2c3c(cc4c2CCC4)CCC3)o1,IC50,'=',8900,nM,5.05,,,UO_0000065,16.12,0.3,2.08,6.54,0,CHEMBL5358951,Inhibition of NLRP3 in LPS/nigericin-induced human THP-1 cells assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 15 mins and later stimulated with nigericin for 90 mins by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 1.75 hr,INHIBITOR,,8.9
CHEMBL5431145,,None,361.42,0,2.08,17,CS(=O)(=O)NC(=O)c1cnc(Nc2c3c(cc4c2CCC4)CCC3)o1,IC50,'=',6800,nM,5.17,,,UO_0000065,14.3,0.28,3.09,5.1,0,CHEMBL5358951,Inhibition of NLRP3 in LPS/nigericin-induced human THP-1 cells assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 15 mins and later stimulated with nigericin for 90 mins by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 1.75 hr,INHIBITOR,,6.8
CHEMBL5418666,,None,390.46,0,1.93,20,CN(C)S(=O)(=O)NC(=O)c1coc(Nc2c3c(cc4c2CCC4)CCC3)n1,IC50,'=',48,nM,7.32,,,UO_0000065,18.74,0.37,5.39,7,0,CHEMBL5358951,Inhibition of NLRP3 in LPS/nigericin-induced human THP-1 cells assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 15 mins and later stimulated with nigericin for 90 mins by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 1.75 hr,INHIBITOR,,0.048
CHEMBL5397648,,None,392.48,0,2.57,23,CC(C)c1ccc2c(c1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1)CCC2,IC50,'=',260,nM,6.58,,,UO_0000065,16.78,0.33,4.02,6.3,0,CHEMBL5358951,Inhibition of NLRP3 in LPS/nigericin-induced human THP-1 cells assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 15 mins and later stimulated with nigericin for 90 mins by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 1.75 hr,INHIBITOR,,0.26
CHEMBL5431129,,None,432.42,0,3.21,30,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCCC2)co1,IC50,'=',42,nM,7.38,,,UO_0000065,17.06,0.35,4.17,7.06,0,CHEMBL5358951,Inhibition of NLRP3 in LPS/nigericin-induced human THP-1 cells assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 15 mins and later stimulated with nigericin for 90 mins by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 1.75 hr,INHIBITOR,,0.042
CHEMBL5436879,,None,525.53,1,1.69,34,Cc1ccc(C(F)(F)F)cc1Nc1nc(C(=O)NS(=O)(=O)N2CCCN(S(C)(=O)=O)CC2)co1,IC50,'=',36,nM,7.44,,,UO_0000065,14.16,0.3,5.75,5.24,0,CHEMBL5358951,Inhibition of NLRP3 in LPS/nigericin-induced human THP-1 cells assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 15 mins and later stimulated with nigericin for 90 mins by AlphaLISA assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 1.75 hr,INHIBITOR,,0.036
CHEMBL5399281,,None,364.43,0,1.75,21,Cc1ccc2c(c1Nc1nc(C(=O)NS(=O)(=O)N(C)C)co1)CCC2,IC50,'=',18000,nM,4.75,,,UO_0000065,13.02,0.26,2.99,4.54,0,CHEMBL5358952,Inhibition of NLRP3 in human whole blood assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 0.5 hrs and later incubated with ATP for 1.5 hrs by AlphaLISA assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 2.0 hr,INHIBITOR,,18
CHEMBL5402176,,None,338.39,0,1.57,22,Cc1ccc(C)c(Nc2nc(C(=O)NS(=O)(=O)N(C)C)co2)c1,IC50,'=',11000,nM,4.96,,,UO_0000065,14.65,0.29,3.39,4.74,0,CHEMBL5358952,Inhibition of NLRP3 in human whole blood assessed as inhibition of IL-1beta production pretreated with LPS for 3 hrs followed by incubation with compound for 0.5 hrs and later incubated with ATP for 1.5 hrs by AlphaLISA assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5356996,1,Scientific Literature,ACS Med Chem Lett,2023,None,TIME = 2.0 hr,INHIBITOR,,11
CHEMBL3183703,,None,404.49,0,2.99,MCC950,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,IC50,'=',8,nM,8.1,,,UO_0000065,20.02,0.39,5.11,7.45,0,CHEMBL4187545,Inhibition of NLRP3 in human monocyte derived macrophages assessed as reduction in LPS-induced IL-1beta production by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4184214,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,8
CHEMBL5440362,,None,470.33,0,3.1,5-S10-22,CC(C)n1nc(CC(=O)Nc2ccc3c(c2)[nH]c(=O)n3C)c(=O)c2ccc(Br)cc21,IC50,'=',42,nM,7.38,,,UO_0000065,15.68,0.34,4.28,7.25,0,CHEMBL5392136,Inhibition of NLRP3 in human PBMC cells assessed as reduction in IL-1beta production preincubated for 30 mins followed by LPS addition measured after 6 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5390258,1,Scientific Literature,J Med Chem,2023,None,TIME = 6.5 hr,INHIBITOR,,0.042
CHEMBL4636050,,None,478.52,0,4.58,3,O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1)N1CCOCC1,IC50,'=',2740,nM,5.56,,,UO_0000065,11.62,0.24,0.98,11.16,0,CHEMBL4628081,Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4627283,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,2.74
CHEMBL5219789,,None,431.52,0,1.35,20; GDC-2394,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,IC50,'=',17,nM,7.77,,,UO_0000065,18.01,0.35,6.42,6.79,0,CHEMBL5217844,Inhibition of NLRP3 inflammasome activation in LPS-stimulated human monocyte-derived macrophage assessed as reduction in ILbeta secretion in presence of CHC,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDM,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5214989,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,0.017
CHEMBL5219789,,None,431.52,0,1.35,20; GDC-2394,CN[C@@H]1COc2c(S(=O)(=O)NC(=O)Nc3c4c(cc5c3CCC5)CCC4)cnn2C1,IC50,'=',17,nM,7.77,,,UO_0000065,18.01,0.35,6.42,6.79,0,CHEMBL5217845,Inhibition of NLRP3 inflammasome activation in LPS-stimulated human monocyte-derived macrophage assessed as reduction in IL-18 secretion in presence of ATP,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDM,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5214989,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,0.017
CHEMBL4228510,,None,312.32,0,3.27,5d,COc1ccc(C/C(=N\O)c2nc3ccc(OC)cc3o2)cc1,IC50,'=',1220,nM,5.91,,,UO_0000065,18.93,0.35,2.64,7.67,0,CHEMBL4221123,Inhibition of NLRP3 inflammasome in human THP1 cells assessed as reduction in MSU-induced IL-1beta production preincubated for 1 hr followed by MSU stimulation measured after 6 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4219086,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,1.22
CHEMBL4227459,,None,266.3,0,3.56,5i,Cc1ccc2nc(/C(Cc3ccccc3)=N/O)oc2c1,IC50,'=',15880,nM,4.8,,,UO_0000065,18.02,0.33,1.24,8.19,0,CHEMBL4221123,Inhibition of NLRP3 inflammasome in human THP1 cells assessed as reduction in MSU-induced IL-1beta production preincubated for 1 hr followed by MSU stimulation measured after 6 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4219086,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,15.88
CHEMBL488823,,None,423.44,0,4.81,CY-09,O=C(O)c1ccc(/C=C2\SC(=S)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1,IC50,'=',5330,nM,5.27,,,UO_0000065,12.45,0.26,0.46,9.15,0,CHEMBL5517289,Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as inhibition of IL-1 beta level preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs and further incubated with ATP for 1 hr by ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-M,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5512690,1,Scientific Literature,J Med Chem,2024,None,DOSE <= 100.0 microM | TIME = 28.0 hr,INHIBITOR,,5.33
CHEMBL5575272,,None,420.51,0,4.51,57,C=C1C(=O)O[C@@H]2C[C@@]3(C)CC[C@@H](OC(=O)/C=C/C(=O)c4ccc(C)cc4)C(=C)[C@@H]3C[C@H]12,IC50,'=',1300,nM,5.89,,,UO_0000065,14,0.26,1.38,8.45,0,CHEMBL5549264,Inhibition of NLRP3 inflammasome activation in LPS-activated human THP-1 cells assessed as inhibition of nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 40 mins and further stimulated with nigericin for 40 mins by ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5543172,1,Scientific Literature,J Med Chem,2024,None,TIME = 1.333 hr,INHIBITOR,,1.3
CHEMBL4174796,,None,366.45,0,2.94,4,CCc1nn(CC(=O)N(C)c2ccccc2)c(=O)c2cc3sccc3n12,IC50,'=',82000,nM,4.09,,,UO_0000065,11.15,0.21,1.15,6.85,0,CHEMBL5539793,Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as reduction in IL-1beta release preincubated with compound for 1 hrs followed by nigericin addition and measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 4.0 hr,INHIBITOR,,82
CHEMBL5407220,,None,408.91,0,2.78,18,CC(C)c1nn(CC(=O)NC2CCOCC2)c(=O)c2cc3sc(Cl)cc3n12,IC50,'=',165,nM,6.78,,,UO_0000065,16.59,0.34,4,8.74,0,CHEMBL5539793,Inhibition of NLRP3 in PMA-differentiated human THP-1 cells assessed as reduction in IL-1beta release preincubated with compound for 1 hrs followed by nigericin addition and measured after 3 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 4.0 hr,INHIBITOR,,0.165
CHEMBL5568657,,None,367.43,0,2.7,10,CCCc1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sccc3n12,IC50,'=',15900,nM,4.8,,,UO_0000065,13.06,0.25,2.1,5.9,0,CHEMBL5539794,Inhibition of NLRP3 in human whole blood assessed as reduction in IL-1beta release preincubated with compound for 60 mins followed by LPS addition for 5 hrs and measured 30 mins after ATP addition by HTRF assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 6.5 hr,INHIBITOR,,15.9
CHEMBL5567331,,None,367.43,0,2.87,11,CC(C)c1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sccc3n12,IC50,'=',1980,nM,5.7,,,UO_0000065,15.52,0.3,2.83,7.02,0,CHEMBL5539794,Inhibition of NLRP3 in human whole blood assessed as reduction in IL-1beta release preincubated with compound for 60 mins followed by LPS addition for 5 hrs and measured 30 mins after ATP addition by HTRF assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 6.5 hr,INHIBITOR,,1.98
CHEMBL5562854,,None,401.88,0,3.52,15,CC(C)c1nn(CC(=O)Nc2cccnc2)c(=O)c2cc3sc(Cl)cc3n12,IC50,'=',9750,nM,5.01,,,UO_0000065,12.47,0.25,1.49,6.16,0,CHEMBL5539794,Inhibition of NLRP3 in human whole blood assessed as reduction in IL-1beta release preincubated with compound for 60 mins followed by LPS addition for 5 hrs and measured 30 mins after ATP addition by HTRF assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5537164,1,Scientific Literature,J Med Chem,2024,None,TIME = 6.5 hr,INHIBITOR,,9.75
CHEMBL5594931,,None,478.61,1,5.66,5q,COc1cccc(-c2ccc3c(c2NC(=O)NS(=O)(=O)c2ccc(C(C)(C)C)cc2)CCC3)c1,IC50,'=',9134,nM,5.04,,,UO_0000065,10.53,0.2,-0.62,5.96,0,CHEMBL5580140,Inhibition of NLRP3 in human THP-1 cells assessed as inhibition of LPS/nigericin-induced caspase-1 activation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579797,1,Scientific Literature,Bioorg Med Chem Lett,2024,None,,INHIBITOR,,9.134
CHEMBL5594893,,None,403.46,1,5.04,3; BAL-0028,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(F)c1,IC50,'=',25,nM,7.6,,,UO_0000065,18.84,0.35,2.56,13.06,0,CHEMBL5580427,Inhibition of NLRP3 activation in PMA-differentiated LPS-stimulated human THP-1 cells assessed as reduction in IL-1beta release preincubated for 30 mins followed by nigericin addition and measured after 60 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579810,1,Scientific Literature,Bioorg Med Chem Lett,2024,None,TIME = 1.5 hr,INHIBITOR,,25
CHEMBL5593244,,None,410.48,0,4.77,5,CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1cccc(C#N)c1,IC50,'=',81,nM,7.09,,,UO_0000065,17.28,0.31,2.32,8.65,0,CHEMBL5580427,Inhibition of NLRP3 activation in PMA-differentiated LPS-stimulated human THP-1 cells assessed as reduction in IL-1beta release preincubated for 30 mins followed by nigericin addition and measured after 60 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579810,1,Scientific Literature,Bioorg Med Chem Lett,2024,None,TIME = 1.5 hr,INHIBITOR,,81
CHEMBL5592564,,None,439.44,1,5.29,16,CN(Cc1cccc2cn[nH]c12)C(=O)c1ccc(-c2cccc(F)c2)c(OCC(F)F)c1,IC50,'=',130,nM,6.89,,,UO_0000065,15.67,0.29,1.6,11.83,0,CHEMBL5580427,Inhibition of NLRP3 activation in PMA-differentiated LPS-stimulated human THP-1 cells assessed as reduction in IL-1beta release preincubated for 30 mins followed by nigericin addition and measured after 60 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579810,1,Scientific Literature,Bioorg Med Chem Lett,2024,None,TIME = 1.5 hr,INHIBITOR,,130
CHEMBL5592492,,None,428.47,0,4.91,23,CCOc1cc(C(=O)N(C)Cc2ccc(C#N)c3cn[nH]c23)ccc1-c1cccc(F)c1,IC50,'=',269,nM,6.57,,,UO_0000065,15.33,0.28,1.66,8.01,0,CHEMBL5580427,Inhibition of NLRP3 activation in PMA-differentiated LPS-stimulated human THP-1 cells assessed as reduction in IL-1beta release preincubated for 30 mins followed by nigericin addition and measured after 60 mins by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579810,1,Scientific Literature,Bioorg Med Chem Lett,2024,None,TIME = 1.5 hr,INHIBITOR,,269
CHEMBL129795,ISOLIQUIRITIGENIN,None,256.26,0,2.7,Isoliquiritigenin,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,IC50,'=',1540,nM,5.81,,,UO_0000065,22.68,0.42,3.11,7.47,0,CHEMBL4221123,Inhibition of NLRP3 inflammasome in human THP1 cells assessed as reduction in MSU-induced IL-1beta production preincubated for 1 hr followed by MSU stimulation measured after 6 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL4219086,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,1.54
CHEMBL5532309,,None,408.5,0,2.4,S-8,CC(=O)c1ccc(S(=O)(=O)Nc2ccc3c(c2)N(S(C)(=O)=O)CCC3)cc1,IC50,'=',15230,nM,4.82,,,UO_0000065,11.79,0.24,2.42,4.79,0,CHEMBL5517289,Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as inhibition of IL-1 beta level preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs and further incubated with ATP for 1 hr by ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-M,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5512690,1,Scientific Literature,J Med Chem,2024,None,DOSE <= 100.0 microM | TIME = 28.0 hr,INHIBITOR,,15.23
CHEMBL5566504,,None,424.5,0,1.99,S-24,COC(=O)c1ccc(S(=O)(=O)Nc2ccc3c(c2)N(S(C)(=O)=O)CCC3)cc1,IC50,'=',14510,nM,4.84,,,UO_0000065,11.4,0.24,2.85,4.4,0,CHEMBL5517289,Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as inhibition of IL-1 beta level preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs and further incubated with ATP for 1 hr by ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-M,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5512690,1,Scientific Literature,J Med Chem,2024,None,DOSE <= 100.0 microM | TIME = 28.0 hr,INHIBITOR,,14.51
CHEMBL5559925,,None,484.63,1,5.87,P-2,C#CCCC1(CCN2CCCc3ccc(NS(=O)(=O)c4ccc(-c5ccccc5)cc4)cc32)N=N1,IC50,'=',4770,nM,5.32,,,UO_0000065,10.98,0.21,-0.55,7.18,0,CHEMBL5517289,Inhibition of NLRP3 inflammasome activation in LPS primed human differentiated THP-M cells derived PMA induced THP-1 cells assessed as inhibition of IL-1 beta level preincubated with compound for 24 hrs followed by LPS stimulation for 3 hrs and further incubated with ATP for 1 hr by ELISA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-M,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5512690,1,Scientific Literature,J Med Chem,2024,None,DOSE <= 100.0 microM | TIME = 28.0 hr,INHIBITOR,,4.77
CHEMBL5593379,,None,445.4,1,5.27,5a,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)c1ccc(Br)s1,IC50,'=',786,nM,6.11,,,UO_0000065,13.71,0.33,0.83,8.11,0,CHEMBL5580140,Inhibition of NLRP3 in human THP-1 cells assessed as inhibition of LPS/nigericin-induced caspase-1 activation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,THP-1,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5579797,1,Scientific Literature,Bioorg Med Chem Lett,2024,None,,INHIBITOR,,0.786
CHEMBL3183703,,None,404.49,0,2.99,"CP-456,773; MCC950, CRID3",CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,IC50,'=',30,nM,7.52,,,UO_0000065,18.6,0.37,4.53,6.92,1,CHEMBL5374758,Inhibition of NLRP3 inflammasome activation in LPS-activated human PBMC cells assessed as inhibition of ATP/nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 1 hr by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5370650,1,Scientific Literature,J Med Chem,2023,None,TIME = 1.5 hr,INHIBITOR,,0.03
CHEMBL5403928,,None,409.49,0,3.57,31,CC(C)OC(=O)[C@@H](Cc1cnccn1)OC(=O)Nc1c2c(cc3c1CCC3)CCC2,IC50,'=',0.56,nM,9.25,,,UO_0000065,22.59,0.42,5.68,10.23,0,CHEMBL5374758,Inhibition of NLRP3 inflammasome activation in LPS-activated human PBMC cells assessed as inhibition of ATP/nigericin induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 1 hr by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5370650,1,Scientific Literature,J Med Chem,2023,None,TIME = 1.5 hr,INHIBITOR,,0.56
CHEMBL5426519,,None,265.31,0,2.92,8,CCOC(=O)COC(=O)Nc1ccccc1C(C)C,IC50,'=',5500,nM,5.26,,,UO_0000065,19.82,0.38,2.34,8.14,0,CHEMBL5374759,Inhibition of NLRP3 inflammasome activation in human whole blood assessed as inhibition of LPS/ATP induced IL-1beta secretion preincubated with LPS for 3 hrs followed by compound addition for 30 mins and further stimulated with ATP for 60 mins by ELISA,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5370650,1,Scientific Literature,J Med Chem,2023,None,TIME = 1.5 hr,INHIBITOR,,5.5
