Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL2355051,CLOMIPHENE,4.0,405.97,1,6.56,SID11532948,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,IC50,'=',2410,nM,5.62,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,2.41
CHEMBL1529733,,None,296.29,0,1.29,SID7972888,Cn1c(=O)c(C(=O)Nc2ncccn2)c(O)c2ccccc21,IC50,'=',13600,nM,4.87,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,13.6
CHEMBL1451060,,None,423.25,0,2.31,SID49645365,O=C(NNC(=S)NC(=O)c1ccc(Br)cc1)c1ccc([N+](=O)[O-])cc1,IC50,'=',5630,nM,5.25,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,5.63
CHEMBL1707377,,None,329.38,0,1.82,SID51085738,O=C(NCCCc1ccccc1)c1c(O)nc2sccn2c1=O,IC50,'=',9610,nM,5.02,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,9.61
CHEMBL1512568,,None,319.39,0,2.08,SID51085724,O=C(NCCC1=CCCCC1)c1c(O)nc2sccn2c1=O,IC50,'=',2240,nM,5.65,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,2.24
CHEMBL1447078,,None,258.36,0,4.25,SID47198483,CCCC1CCC(c2ccc(OCC)cc2)=CC1=O,IC50,'=',4850,nM,5.31,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,4.85
CHEMBL1539913,,None,299.17,0,4.3,SID49674185,Brc1ccc(-n2cnc(-c3ccccc3)c2)cc1,IC50,'=',10100,nM,5,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,10.1
CHEMBL3193158,,None,415.53,0,3.33,SID4248264,CCCCCC(=O)N1CCN(CC/N=C/C2=C(O)CC(c3ccco3)CC2=O)CC1,IC50,'=',8620,nM,5.06,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,8.62
CHEMBL1339092,,None,461.37,0,4.04,SID22411930,I.c1ccc(Sc2cccc3ccccc23)c(CNC2=NCCN2)c1,IC50,'=',11700,nM,4.93,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,11.7
CHEMBL1339245,,None,375.38,0,3.3,SID17514380,COc1ccc(CNC(=O)c2c(C)oc3c2C(=O)c2ccccc2C3=O)cc1,IC50,'=',9700,nM,5.01,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,9.7
CHEMBL1386774,,None,362.14,0,2.97,SID24824363,O=c1c2cc(Br)ccc2nc(-c2ccc([N+](=O)[O-])cc2)n1O,IC50,'=',4910,nM,5.31,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,4.91
CHEMBL1602195,,None,274.32,0,1.6,SID24830824,CCCCCNC(=O)C(=O)C1C(=O)Nc2ccccc21,IC50,'=',2900,nM,5.54,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,2.9
CHEMBL1447669,,None,272.7,0,2.64,SID4261206,O=C(Nc1cccc(Cl)c1)c1cnn2cccnc12,IC50,'=',8190,nM,5.09,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,8.19
CHEMBL1532568,,None,316.15,0,4.45,SID7977519,O=C(Nc1cccc(Br)c1)c1cc2ccccc2o1,IC50,'=',9810,nM,5.01,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,9.81
CHEMBL1580883,,None,278.31,0,3.36,SID49645260,COc1ccc(-c2nn(-c3ccccc3)cc2C=O)cc1,IC50,'=',81000,nM,4.09,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,81
CHEMBL1313152,,None,252.28,0,2.24,SID17433209,c1ccc(OCc2nnnn2-c2ccccc2)cc1,IC50,'=',6000,nM,5.22,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,6
CHEMBL1530042,,None,321.3,0,4,SID864095,CC1CC(=O)c2cnc(Nc3cccc(C(F)(F)F)c3)nc2C1,IC50,'=',46000,nM,4.34,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,46
CHEMBL1343658,,None,355.33,0,1.46,SID49730053,Cn1c(=O)c(C(=O)NNC(=O)c2ccccc2F)c(O)c2ccccc21,IC50,'=',1940,nM,5.71,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.94
CHEMBL1076347,TRICLOCARBAN,2.0,315.59,1,5.29,SID85148633,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,IC50,'=',1490,nM,5.83,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.49
CHEMBL1563728,,None,578,0,3.59,SID51085168,CCC1Nc2ncnc(N3CCN(c4ccccn4)CC3)c2N(Cc2ccc(Cl)cc2)C1=O.O=C(O)C(F)(F)F,IC50,'=',3160,nM,5.5,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,3.16
CHEMBL1398317,,None,227.26,0,2.95,SID56462847,COc1cccc(NC(=O)c2ccccc2)c1,IC50,'=',13700,nM,4.86,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,13.7
CHEMBL3191011,,None,450.46,1,2.38,SID24801055,O=[N+]([O-])c1cccc(/C=N/Nc2nc(NCc3ccccc3)nc(N3CCOCC3)n2)c1O,IC50,'=',24300,nM,4.61,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,24.3
CHEMBL1703295,,None,308.29,0,2.37,SID56322652,COc1c(OC(C)=O)c(=O)n2c3ccccc3c3ccnc1c32,IC50,'=',1580,nM,5.8,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.58
CHEMBL1525362,,None,265.36,0,4.32,SID49641572,c1ccc(C2Nc3ccccc3C3OCCCC23)cc1,IC50,'=',7360,nM,5.13,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,7.36
CHEMBL5858458,,None,469.61,0,2.92,BDBM585312,CCC1(c2cc(S(=O)(=O)NC(=O)Cc3c4c(cc5c3CCC5)CCC4)nn2C2CC2)COC1,IC50,'=',5000,nM,5.3,,1231412,UO_0000065,11.29,0.22,2.38,5.87,0,CHEMBL5738786,"THP-1 Cells Pyroptosis Assay: 1. Seed THP-1 cells (25,000 cells/well) containing 1.0 ?g/ml LPS in 40 ?l of RPMI medium (without FBS) in 96-well, black walled, clear bottom cell culture plates coated with poly-D-lysine (VWR #734-0317)2. Add 5p compound (8 points half-log dilution, with 100M top dose) or vehicle (DMSO 0.1% FAC) to the appropriate wells3. Incubate for 3 hrs at 37° C., 5% CO24. Add 5 ?l nigericin (Sigma #N7143) (FAC 5 ?M) to all wells5. Incubate for 1 hr at 37° C., 5% CO26. At the end of the incubation period, spin plates at 300×g for 3 mins and remove supernatant7. Then add 50 ?l of resazurin (Sigma #R7017) (FAC 100 ?M resazurin in RPMI medium without FBS) and incubate plates for a further 1-2 hrs at 37° C. and 5% CO28. Plates were read in an Envision reader at Ex 560 nm and Em 590 nm9. IC50 data is fitted to a non-linear regression equation (log inhibitor vs response-variable slope 4-parameters).",B,BAO_0000218,organism-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5729485,37,BindingDB Patent Bioactivity Data,,2022,None,,,,5000
CHEMBL5200838,,None,398.47,0,3.12,31;NDT-30347,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,IC50,'=',260,nM,6.58,,,UO_0000065,16.53,0.3,3.47,7.49,0,CHEMBL5149834,Inhibition of NLRP3 inflammasome in LPS-pretreated PBMC (unknown origin) assessed as reduction in IL-1beta release pretreated for 30 mins followed by ATP stimulated and measured after 1 hr by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PBMC,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL5143747,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 1.5 hr,INHIBITOR,,0.26
CHEMBL1336269,,None,251.28,0,2.69,SID47200064,COc1ccc(NC(=O)C#Cc2ccccc2)cc1,IC50,'=',1440,nM,5.84,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.44
CHEMBL1366588,,None,528.07,0,3.35,SID51090705,Cl.O=C(CCS(=O)(=O)c1ccccc1)N(CCCN1CCOCC1)c1nc2c(F)cccc2s1,IC50,'=',1050,nM,5.98,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.05
CHEMBL1329507,,None,340.69,0,3.97,SID17411940,O=c1c2ccc(Cl)cc2nc(-c2cccc(C(F)(F)F)c2)n1O,IC50,'=',2670,nM,5.57,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,2.67
CHEMBL1574982,,None,271.71,0,3.86,SID7973985,N#Cc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,IC50,'=',2980,nM,5.53,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,2.98
CHEMBL602526,,None,318.38,0,4.03,SID49819226,Cc1cccc(C(=O)ONC(=N)Cc2cccc3ccccc23)c1,IC50,'=',1720,nM,5.76,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.72
CHEMBL1571123,,None,401.88,0,3.66,SID49721830,Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,IC50,'=',1670,nM,5.78,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.67
CHEMBL1707377,,None,329.38,0,1.82,SID51085738,O=C(NCCCc1ccccc1)c1c(O)nc2sccn2c1=O,IC50,'=',2420,nM,5.62,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,2.42
CHEMBL3191011,,None,450.46,1,2.38,SID24801055,O=[N+]([O-])c1cccc(/C=N/Nc2nc(NCc3ccccc3)nc(N3CCOCC3)n2)c1O,IC50,'=',6340,nM,5.2,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,6.34
CHEMBL453974,,None,364.78,0,2.69,SID24841464,C[C@@H]1C[C@@H]2O[C@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,IC50,'=',5660,nM,5.25,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,5.66
CHEMBL1381195,,None,328.8,0,4.44,SID49670289,Cl.Nc1ccc(Oc2cc(N)cc(Oc3ccccc3)c2)cc1,IC50,'=',4580,nM,5.34,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,4.58
CHEMBL1388722,,None,317.68,0,3.73,SID14728967,O=c1cc(-c2ccccc2Cl)oc2ccc([N+](=O)[O-])c(O)c12,IC50,'=',1890,nM,5.72,,Active,UO_0000065,,,,,0,CHEMBL1738451,"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.89
CHEMBL1711405,,None,340.22,0,1.7,SID49728486,O=C(CN1CCCCC1)NNC(=O)c1cccc(Br)c1,IC50,'=',23300,nM,4.63,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,23.3
CHEMBL602526,,None,318.38,0,4.03,SID49819226,Cc1cccc(C(=O)ONC(=N)Cc2cccc3ccccc23)c1,IC50,'=',1620,nM,5.79,,Active,UO_0000065,,,,,0,CHEMBL1737963,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]",F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,1.62
