molecule_chembl_id,canonical_smiles
CHEMBL6894,Cc1c(N2CC[C@@H](C3(N)CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn([C@@H]3C[C@@H]3F)c12
CHEMBL13096,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)C2C(=O)C3=C(O)c4c(O)cccc4CC3C[C@H]21
CHEMBL277534,CC(C)CCn1c(Cn2c(=O)n(C(=O)Nc3ccccc3)c3ccccc32)nc2ccccc21
CHEMBL267417,O=C(N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O)c1ccccc1Br
CHEMBL6479,CCNc1cccnc1N1CCN(C(=O)c2ccco2)CC1
CHEMBL14352,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
CHEMBL6307,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCC)cc1
CHEMBL7874,COc1cccc(Nc2ccc(NC(=O)C(C)C)cc2)c1
CHEMBL9897,Cc1ccc(-c2csc(-n3ncc(C(=O)NCCCO)c3C)n2)cc1
CHEMBL8849,CCC/C=C/CCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O
CHEMBL12370,CN1CCN(C(CN2CCN(CC3CCc4ccccc4C3=O)CC2)c2ccc(Cl)cc2)CC1
CHEMBL276635,Nc1nc(N)c(CCCCc2ccc(C(=O)N[C@@H](CC(=O)O)C(=O)O)cc2)c(O)n1
CHEMBL13536,CCN(CCCCCCCF)CCC[C@H](O)c1ccc(NS(C)(=O)=O)cc1
CHEMBL9636,CN1CCC23c4c5ccc(O)c4OC2[C@H](O)[C@](CO)(CCc2ccccc2)CC3C1C5
CHEMBL12847,CCOC(=O)Nc1ccc(C(=O)CCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC)cc1
CHEMBL7178,COc1ccc(N2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c(OC)c1
CHEMBL267475,CCCc1c(OCC(O)COc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O
CHEMBL267103,CN(C)CCCOc1cc(C(=O)Nc2ccn(-c3ccccc3)n2)n(Cc2ccccc2)n1
CHEMBL6358,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(F)cc4)CC3)nc(N)c2cc1OC
CHEMBL12276,C[N+](CCCl)(CCCl)Cc1cccc2c([N+](=O)[O-])cccc12.[Cl-]
CHEMBL274789,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccc(I)cc3)CC2)C(=O)N1
CHEMBL13153,COCCN(CCOC)C(CCS(C)(=O)=O)C(=O)Oc1c(OC)cc(C)cc1OC
CHEMBL10587,CCCCCCCCCCC/C=C(C)/C=C/C(O)=C1\C(=O)CN(C)C1=O
CHEMBL440593,CC1CC(O)=NN=C1c1ccc(-n2ccnc2)cc1
CHEMBL276532,Cc1nsc(-c2ccc(N3CCN(c4cccc(N)c4)CC3)nn2)n1
CHEMBL13707,CCOC(=O)c1cc2c(CC)c3c(nc2cn1)-c1cc2c(c(=O)n1C3)COC(=O)[C@]2(O)CC
CHEMBL8618,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1
CHEMBL8997,CC(C)Oc1cccc(-n2c(NNC(=O)Nc3ccc(Cl)cc3)nc3ccccc3c2=O)c1
CHEMBL10475,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@H](C)[C@H](O)C21
CHEMBL416699,CN1CCC23c4c5ccc(O)c4OC2[C@H](O)[C@](CO)(CCCCc2ccccc2)CC3C1C5
CHEMBL6535,CC(C)NCC(O)COC(=O)c1ccc(O)cc1
CHEMBL15242,CN1CCN(c2nc3ccccc3c(Cl)c2Sc2ccccc2)CC1
CHEMBL277158,COC(=O)CSCCCCN1C(=O)CC[C@@H]1/C=C/C(O)Cc1ccccc1
CHEMBL7336,CC(C)(C)NCC(O)COC(=O)c1ccncc1
CHEMBL10846,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1OC
CHEMBL6959,CC[C@H]1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2N[C@@H]1CC
CHEMBL447236,C/C(=C/C=C/Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccccc3)oc2C)c1
CHEMBL279190,CC1CC/C(=N\Nc2ccc(F)cc2)c2ncc(C(=O)O)c(=O)n21
CHEMBL273374,O=C(O)c1nc(Cc2ccccc2)n2c1c(O)nc1ccccc12
CHEMBL14266,CN(CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)CC1CC1
CHEMBL14196,C=CCCCCCCCC1=NC(CCCCC=C)CC1
CHEMBL8633,Cn1nnnc1C(/C=C/C(O)CC(O)CC(=O)[O-])=C1c2ccc(F)cc2-c2cc(F)ccc21.[Na+]
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL14063,CSCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL267718,CCOC(=O)c1ccc(NC(=O)Nc2ccc3c(c2)C(C)(C)CC(C)(C)O3)cc1
CHEMBL9499,CCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
CHEMBL7037,NS(=O)(=O)c1ccc(/C=C/c2ccc(O)c(O)c2)cc1
CHEMBL14989,C=C(c1c(C)ccc(Cl)c1OCC(O)CNC(C)(C)C)n1ccnc1
CHEMBL6996,COc1ccc2[nH]c(C(=O)N3CCN(c4ncccc4NC(C)C)CC3)cc2c1.CS(=O)(=O)O
CHEMBL417242,COc1cc2c(cc1OC)C(COCCNCCO)OCCC2
CHEMBL12295,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(SC(F)(F)C(F)F)c(Cl)c1
CHEMBL8401,COC(=O)C(C)(C)CCCOc1ccc(C)c(OCCCC(C)(C)C(=O)OC)c1
CHEMBL14473,CCC(c1ccc(O)c(CO)c1)C(CC)c1ccc(O)c(CO)c1
CHEMBL10163,CN1C(=O)CC[C@]2(C)C3CC[C@@]4(C)C(CC[C@@]4(O)C#CCCBr)C3CCC12
CHEMBL15183,CCCCCCCCCCCCCC(=O)NNC(=O)C[n+]1ccccc1.[Cl-]
CHEMBL276583,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1
CHEMBL6864,COc1c(CC(=O)O)cccc1-c1ccc(Cl)cc1
CHEMBL266589,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
CHEMBL12389,C[C@@H]1CCCN(CC[C@@H](C)N(C)S(=O)(=O)c2cccc3ccccc23)C1
CHEMBL14788,CC1CC/C(=N\Nc2cccc(C(F)(F)F)c2)c2ncc(C(=O)O)c(=O)n21
CHEMBL14524,c1ccc2c(NCCCCN3CCCCC3)ccnc2c1
CHEMBL14398,CCN(CC)c1nc(NCCNC(=O)c2cc(OC)c(O)c(OC)c2)c2ccccc2n1.CS(=O)(=O)O
CHEMBL11176,COC(=O)c1cccc(CC2=C(c3ccc4c(c3)OCO4)C(=O)OC2(O)c2ccc(OC)cc2)c1
CHEMBL276184,CCN(c1nc(C)cc(-c2cccc3ccccc23)n1)c1ccc(C(C)C)cc1Br
CHEMBL267676,CN(C(=O)[C@H](Cc1ccc(C(N)NN)cc1)NS(=O)(=O)c1ccc2cc3ccccc3cc2c1)C1CCCC1
CHEMBL273723,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cc(OC)ccc2OC)cc1
CHEMBL9772,COc1ccc2c(c1)c(CCNC(C)=O)c1n2Cc2ccccc2-1
CHEMBL10218,CCCOc1ccc2c(c1)c(-c1ccc3c(c1)OCO3)c(C(=O)O)n2Cc1ccc2c(c1)OCO2
CHEMBL12603,CC(C)Oc1ccccc1N1CCN(CCNC(=O)CN2CCCCCC2=O)CC1
CHEMBL440454,C=CCC1Oc2cccc(NC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
CHEMBL13316,CCN(C)C(=O)c1ccc(N(c2ccccc2)[C@@H]2C[C@H]3CC[C@@H](C2)N3C)cc1
CHEMBL417978,O=C1OC(O)(c2ccc3c(c2)OCO3)C(Cc2ccccc2)=C1c1ccc2c(c1)OCO2
CHEMBL7542,Cc1ccccc1CC1CCc2nc(N)nc(N)c2C1
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
CHEMBL273279,CCN(CC)C(=O)CC(C(=O)Oc1c(OC)cc(C)cc1OC)N1CCOCC1
CHEMBL279643,c1ccc(Cc2ccc(OCCn3ccnc3)cc2)cc1
CHEMBL268824,CS(=O)(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(CN)s1)C(c1ccccc1)c1ccccc1
CHEMBL7456,CNCC(O)COC(=O)c1ccc2c(c1)OCO2
CHEMBL14466,Cc1[nH]cnc1-c1[nH]ccc2c3ccc(F)cc3nc1-2
CHEMBL9417,N[C@@H](Cc1ccccc1)C(O)[C@@H](N)Cc1ccccc1
CHEMBL14075,CCCCN(C)C(=O)CCCCCSC(Cc1ccc(O)cc1)c1ccc(O)cc1
CHEMBL267670,C=CCC1Oc2cccc(COC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL428891,CC1(C)Oc2ccc(C#N)cc2[C@H](N(Cc2ncc[nH]2)c2ccccc2)[C@H]1O
CHEMBL7111,NS(=O)(=O)c1ccc(/C=C/c2cccc(O)c2)cc1
CHEMBL9981,CC(Cc1cc(C(=O)c2ccccc2)ccc1OC(=O)C(C)(C)C)C(=O)O
CHEMBL12287,O=C(O)c1ccc(O)c(C(=O)/C=C/c2ccc3ccccc3n2)c1
CHEMBL10959,CCN(CC)CCNC(=O)c1ccc(NC(=O)COc2ccccc2)c(OC)c1
CHEMBL8566,CC(C)(C)c1cc(/C=C/c2ccccc2)cc(C(C)(C)C)c1O
CHEMBL275967,O=C(O)COCC1CCN(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)CC1
CHEMBL14883,O=C(Nc1cnccn1)c1c(O)c2cccnc2n(-c2ccccc2)c1=O
CHEMBL10764,O=C(N[C@@H](Cc1ccccc1)CN1CCN(c2nsnc2Cl)CC1)c1ccncc1
CHEMBL14380,CC(=O)c1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)c(O)c1
CHEMBL6331,Cn1cc(C2=C(c3cn(CCC[N+](C)(C)C)c4ccccc34)C(=O)NC2=O)c2ccccc21
CHEMBL280099,O=c1cc(-c2ccccc2F)[nH]c2cc3c(cc12)OCO3
CHEMBL274647,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(OC)cc2)cc1OC
CHEMBL7418,CS(=O)(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(CN)nc1)C(c1ccccc1)c1ccccc1
CHEMBL8434,CN(C)CCNc1ccc2c(CNCCO)nn3c4cccc(O)c4c(=O)c1c23
CHEMBL8161,Cc1cc(-c2c(F)cc3c(=O)c(Cc4ccccc4)cn(C4CC4)c3c2F)cc(C)n1
CHEMBL414206,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CNC(N)=O)C(=O)O)cc1
CHEMBL464,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
CHEMBL268751,CCCOc1ccc2c(-c3ccc4c(c3)OCO4)c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c2c1
CHEMBL274840,COc1ccccc1C(=O)C(O)(Cn1cncn1)c1ccccc1OC
CHEMBL15255,CCC(C)N1CCCc2c(nc(-c3ccccc3)c3ccccc23)C1=O
CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL276889,Nc1nc(O)c2nc(Br)n(C3CCCCc4ccc(F)cc43)c2n1
CHEMBL274591,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1cccc(OC)c1)CN2
CHEMBL10399,O=C1CCC(c2ccccc2)(C2CCN(Cc3cccc(Br)c3)CC2)C(=O)N1
CHEMBL14516,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CN2CCOCC2)c1=O)C(=O)C(F)(F)F
CHEMBL268519,O=C(Cc1ccc2ccccc2c1)Nc1cccc(NC(=O)c2cc(Cl)cc(Cl)c2)c1
CHEMBL274439,CCN(c1nc(C)cc(-c2ccccc2C(=O)O)n1)c1ccc(C(C)C)cc1Br
CHEMBL266545,CCNc1cccnc1N1CCN(C(=O)c2cccs2)CC1
CHEMBL7621,CN(C(=O)[C@H](CC#Cc1cnc(N)nc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1
CHEMBL273720,Cc1ccc(C(O)C(O)(Cn2cncn2)c2ccc(C)cc2)cc1
CHEMBL268088,CC1(C)N=C(N)N=C(N)N1c1cccc(Br)c1
CHEMBL268830,CN1CCCCC1CN1CCN(Cc2cccnc2)CC1
CHEMBL11383,COC(=O)Nc1cnc(-c2cccs2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O
CHEMBL8373,CCN(CC)CCNc1ccc2ncn3c4c(O)cccc4c(=O)c1c23
CHEMBL10032,CCN(c1nc(C)cc(-c2cccc(-c3ccccc3)c2)n1)c1ccc(C(C)C)cc1Br
CHEMBL274800,O=C(NCCCn1ccnc1)c1cc2cc(Cl)ccc2[nH]1
CHEMBL13089,CC1(C)CCC(C)(C)c2cc3c(=O)cc(-c4ccc(C(=O)O)cc4)oc3cc21
CHEMBL14821,CCn1c(=O)n(Cc2nc3ccccc3n2CCCO)c2ccccc21
CHEMBL12799,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CO)CCC[C@]21C
CHEMBL280011,c1ccc2c(NCCN3CCCCC3)ccnc2c1
CHEMBL266706,Fc1ccc(-c2c(-c3ccccn3)nc3n2CCS3)cc1
CHEMBL7063,COc1cc(CC2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC
CHEMBL8786,O=C(O)CN(C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1
CHEMBL14412,COc1cccc(-c2cc(O)c3cc(OC)ccc3n2)c1
CHEMBL6706,C[C@@H](N)Cc1c2ccoc2c(Br)c2ccoc12.Cl
CHEMBL268275,C/C=C(\NC(=O)c1c(Cl)cccc1Cl)C(=O)O
CHEMBL276100,CCOC(=O)c1cnc2n(c1=O)C(C)CC/C2=N\Nc1ccccc1C(=O)O
CHEMBL15075,COc1ccc(C/C(=N\O)C(=O)NCCc2c[nH]cn2)cc1Br
CHEMBL267505,O=C1[C@@H](NS(=O)(=O)c2cc3ncccc3s2)CCN1CCNc1ccncc1
CHEMBL12774,CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccc(Cl)cc1)C(C)C
CHEMBL7880,COC(=O)c1oc2c(sc3ccccc32)c1OC
CHEMBL427605,Nc1nc(N)c2c(Sc3ccc(Cl)c(Cl)c3)cccc2n1
CHEMBL10709,CCCNC(=O)Nc1cccc(-c2ccc(C[C@H](NS(=O)(=O)Cc3ccccc3)C(=O)O)cc2)c1
CHEMBL274607,COC(=O)Nc1nc2cc(C(=O)Nc3ccccc3)ccc2[nH]1
CHEMBL266318,COc1c2occc2c(C[N+](C)(C)C)c2ccc(=O)oc12.[Cl-]
CHEMBL11231,CCCN(CCC)CCc1cc(Br)ccc1OCCCc1ccccc1.O=C(O)C(=O)O
CHEMBL9591,COc1ccc(CCCN2CCC(COCc3ccc(Cl)cc3)CC2)cc1
CHEMBL429563,CC(C)(C(=O)O)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1
CHEMBL7635,CC(=O)Nc1ccc(Cn2cnc3c(N(C)C)ncnc32)cc1
CHEMBL11244,O=C(O)c1cc(Br)cc(C(=O)/C=C/c2ccc(OCc3ccc4ccccc4n3)cc2)c1O
CHEMBL277304,O=C(Nc1ccc(Cn2cnc3ncnc-3c2O)cc1)c1cccc(S(=O)(=O)F)c1
CHEMBL8609,CCCCCCCCCC(O)CC(=O)N[C@H]1CCOC1=O
CHEMBL9758,CCCCCCc1c(O)noc1CC(N)C(=O)O
CHEMBL8886,Cn1nnnc1C(/C=C/C(O)CC(O)CC(=O)[O-])=C/c1ccc(F)cc1.[Na+]
CHEMBL9262,COC(=O)/C=C/C(=O)N[C@@H]1CCC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5
CHEMBL12602,COC1OC(COC(C)=O)C(OC(C)=O)C(NC(=O)N(CCCl)N=O)C1OC(C)=O
CHEMBL6487,O=C(NCc1ccc(Cl)cc1Cl)c1cc(-c2ccncc2)nnc1Cl
CHEMBL403516,CC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
CHEMBL11032,CC(C)C(NC(=O)Cn1c(-c2cccnc2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F
CHEMBL276848,O=NN(CCCl)C(=O)NC1CCC(Cl)CC1
CHEMBL10503,CC(CO)Cc1cc(C(=O)c2ccccc2)ccc1OC(=O)C(C)(C)C
CHEMBL8699,COCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3
CHEMBL7785,O=C(O)C1Cc2cc3c(-c4cccc(F)c4)noc3c(Cl)c2O1
CHEMBL267771,CN(C)CCCOc1cc(C(=O)Nc2cc(F)cc(F)c2)n(Cc2ccccc2)n1
CHEMBL263078,C[C@H](N)Cc1c2c(c(Br)c3c1OCC3)OCC2.Cl
CHEMBL13460,Clc1ccc2c(Cl)cc3nc(-c4nn[nH]n4)cn3c2c1
CHEMBL9567,C[C@@]1(CCCCc2ccccc2)CC2C3Cc4ccc(O)c5c4C2(CCN3CC2CCC2)C(O5)C1=O
CHEMBL9296,CCOc1ccccc1NC(=O)Nc1nc2ccncc2cc1C#N
CHEMBL13490,CCCCCCCC/C=C(\c1ccc(O)cc1)c1ccc(OCCN(CC)CC)cc1
CHEMBL11736,CCCN(CCC)CCc1ccc(OC)c(OCCc2ccc(OC)cc2)c1.O=C(O)C(=O)O
CHEMBL10773,O=C(O)Cc1ccc2c(c1)C(=O)Cc1cc(Cl)ccc1O2
CHEMBL9905,Oc1ccc2c3c1OC1[C@H]4OC[C@@]4(CCc4ccccc4)CC4C(C2)N(CC2CC2)CCC341
CHEMBL275341,Cc1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3)c3ccccc3nc12
CHEMBL6504,C/C=C(/C)C(=O)O[C@@]12C[C@@H](C)[C@]3(O)C4C=C(C)C(=O)[C@@]4(O)CC(COC(C)=O)=C[C@H]3[C@@H]1C2(C)C
CHEMBL268524,CC1(C(=O)O)CCn2c(C(=O)c3ccccc3)ccc21
CHEMBL12255,CCOP(=O)(OCC)C(CCC(=O)c1cccc(NS(C)(=O)=O)c1)P(=O)(OCC)OCC
CHEMBL11076,CC(=O)N(C)CC#CCN1CCN(C(C)=O)CC1
CHEMBL10772,O=C(O)CCC/C=C/C[C@H]1[C@H](COCc2ccccc2)C2CC1(c1ccc(F)cc1)CO2
CHEMBL268880,CCOc1ccccc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1
CHEMBL268262,COC(=O)c1cc2c3cc(NCc4ccccc4)ccc3nc-2c[nH]1
CHEMBL11603,NCCc1c[nH]c(C(c2ccccc2)c2ccccc2)n1
CHEMBL278912,CC(C)C(NC(=O)Cn1c(-c2ccccc2)cc2c(=O)n(N(C)C)c(=O)[nH]c2c1=O)C(=O)C(F)(F)F
CHEMBL12528,FC(F)(F)Oc1ccc(SCSC(F)(F)F)cc1
CHEMBL11135,CC(C)(C)NCC(O)COc1ccc(Cc2nc(-c3cccs3)c[nH]2)cc1
CHEMBL6524,CC1(C)CC(C)(C)c2cc(N/C(S)=N/c3ccc(S(N)(=O)=O)cc3)ccc2S1
CHEMBL268441,CC(=O)N(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O
CHEMBL10315,Cc1cc(C)c(-n2nnc3c(-c4ccccc4C(F)(F)F)nc(C)nc32)c(C)c1
CHEMBL8783,Cc1cc(C)cc(N2C(=O)Cc3ccccc3C2=O)c1
CHEMBL14997,Cc1ccc2c(c1)N(C(=O)N1C[C@H](C)N[C@@H](C)C1)Cc1c(C(=O)OC(C)(C)C)ncn1-2
CHEMBL273261,CCOc1cc2c(cc1CCc1ccc(OC)cc1)OCO2
CHEMBL269704,CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2ccc(Cl)c(Cl)c2)c1
CHEMBL7974,O=C(O)C1Cc2cc3c(-c4ccc(O)cc4)noc3c(Cl)c2O1
CHEMBL275410,Cc1c(C(=O)N(C)c2ccc(Cl)cc2)nc2ccccc2c1-c1ccccc1
CHEMBL276429,CCCCCCCCCCCCCC(=O)O[C@@H]1CC(=O)O[C@H]1CO
CHEMBL440089,CC/C(=C(/Cc1ccc(OCN2CCCCC2)cc1)c1ccccc1)c1ccccc1
CHEMBL274617,COC(=O)/C=C/CNC(=O)C(Cc1ccccc1)NC(C)=O
CHEMBL275938,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O
CHEMBL15364,CC1(C)C=C(C(=O)NCCCNC(=O)C(C)(C)Oc2ccc(Cl)cc2)C(C)(C)N1
CHEMBL278048,CNC(=O)c1c(CS(C)(=O)=O)nc2ccccc2[n+]1[O-]
CHEMBL266067,C=C(C)[C@H]1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2/C3=N/O)O1
CHEMBL275001,O=C1NC(=O)C(CC#Cc2ccc(OC(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)S1
CHEMBL14875,CCC(=O)c1ccc2c(c1)sc(=O)n2CCCN1CCCCC1
CHEMBL415965,CC(C)Oc1cccc(-n2c(NNC(=O)Nc3ccc(C(F)(F)F)cc3)nc3ccccc3c2=O)c1
CHEMBL9885,c1ccc(C2(C3=NCCN3)COc3ccccc3O2)cc1
CHEMBL6915,CCC(NC(=O)C(CS)C(C)c1ccccc1)C(=O)O
CHEMBL267306,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccccc1Cl
CHEMBL6344,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl
CHEMBL14157,CSc1c(O)n(Cc2ccccc2)c2nc3c(n2c1=O)C(=O)N(C)CN3C
CHEMBL14542,Oc1cc(-c2ccco2)nc2cc3c(cc12)OCO3
CHEMBL9741,CCCCCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
CHEMBL267106,CCOC(=O)Nc1nc2cc(C(=O)NCCc3ccc(OC)c(OC)c3)ccc2[nH]1
CHEMBL276405,O=C(O)CCN1CCN(C(=O)N2CCC3(CCN(c4ccncc4)CC3)C2)CC1=O
CHEMBL6935,CC(C)(CNC(=O)N1CCOCC1)NCC(O)COC(=O)c1ccccc1F
CHEMBL273603,COc1cc(CC(C)NCC2CC2)c(OC)cc1I
CHEMBL10675,CCCNC(=O)Nc1cccc(-c2ccc(C[C@H](NC(=O)OC3CCCC3)C(=O)O)cc2)c1
CHEMBL269137,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C
CHEMBL269177,CNCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1
CHEMBL264473,CCOc1cc(OCC)c(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1OCC
CHEMBL10708,CCC(C)NC(=O)Nc1cccc(-c2ccc(C[C@H](NS(=O)(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)c1
CHEMBL267108,CCCC/N=C(\N)c1nnc(-c2ccccc2C)s1
CHEMBL10879,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2Br)cc1OC
CHEMBL275803,Cc1nc[nH]c1CSCCNC(=N)N[C@H](C)Cc1c[nH]cn1
CHEMBL275728,CCCCC[C@H](O)/C=C/[C@@H]1C2CC(c3ccc(F)cc3)(CO2)[C@H]1C/C=C/CCCC(=O)O
CHEMBL429040,C=C(C)n1c(=O)n(Cc2nc3ccccc3n2CCCCCCC#N)c2ccccc21
CHEMBL8329,C=CCOc1ccc2c(c1OC)-c1ccc3c(c1C(CC=C)O2)C(C)=CC(C)(C)N3
CHEMBL9126,N=C(N)c1ccc(N2CCN(c3ccc(C(=N)N)cc3)CC2)cc1
CHEMBL12417,CCCCc1nc(C(F)(F)c2ccc(-c3ccccc3-c3nn[nH]n3)cc2)n(CCCC)n1
CHEMBL11751,N#Cc1cnc2nc(NS(=O)(=O)c3ccc(Cl)cc3)nn2c1N
CHEMBL267723,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(I)c1O
CHEMBL14587,Clc1ccc2c(NCCc3ccc(OCCCN4CCCCC4)cc3)ccnc2c1
CHEMBL10671,CSc1ccc(-c2ccc(S(=O)(=O)NC(CC#Cc3ccccc3)C(=O)O)cc2)cc1
CHEMBL12608,Cc1[nH]cnc1CSCCNC(=N)NCCCc1c[nH]cn1
CHEMBL279811,CN(C)c1ccc(-c2cc(O)c3cc4c(cc3n2)OCO4)cc1
CHEMBL6352,Cc1cc(Br)ccc1C(=O)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl
CHEMBL418526,Cc1cccc(N2CCN(CCCON3C(=O)CC4(CCCC4)CC3=O)CC2)c1C
CHEMBL273909,CCCCC[C@H](O)/C=C/[C@H]1C2CC(C)(CO2)[C@@H]1C/C=C/CCCC(=O)O
CHEMBL276027,CCC/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O
CHEMBL274192,O=C(O)CCNC(=O)N1CCC2(CC1)CCN(c1ccncc1)C2
CHEMBL15022,C[C@@H]1CN(C(=O)N2Cc3c(C(=O)OC(C)(C)C)ncn3-c3ccc(C(F)(F)F)cc32)CCN1
CHEMBL15708,CC1(C)C=C(C(=O)NCCCNC(=O)COc2ccccc2)C(C)(C)N1
CHEMBL269218,Cn1c(=O)c2nc(-c3ccc(Cl)cc3)[nH]c2n(C)c1=O
CHEMBL12912,CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)[C@@H]2C[C@H]3CC[C@@H](C2)N3C)cc1
CHEMBL274177,CCN(CC)CCC(CCN(C(C)C)C(C)C)(C(N)=O)c1ccccc1
CHEMBL13001,CC1(C)CCC(C)(C)c2cc3c(cc21)C=C(c1ccc(C(=O)O)cc1)C3
CHEMBL9558,CC(C)(C)c1ccc(Sc2ccc(NC3=NCCN3)cc2)cc1
CHEMBL275798,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3)n2)cc1
CHEMBL268244,COC(=O)c1ccc(OCC(O)CNCCN2CCOCC2)cc1
CHEMBL8469,Cc1nn(-c2ccccc2)c(-c2ccccc2)c1CC(N)=O
CHEMBL7493,COc1ccc(-c2nnc3n(C)c4ccccc4n3c2=O)cc1
CHEMBL10466,CCC1(CC)C(=O)N(COC(=O)Nc2ccc(C)cc2)C1S(=O)(=O)c1ccccc1
CHEMBL14763,Oc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1
CHEMBL11153,Cc1ccc(NC2=C(Cl)C(=O)c3cccnc3C2=O)cc1
CHEMBL7516,Cc1cccc(Cn2cnc3c(N(C)C)ncnc32)c1
